视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,4,What functional purpose does coconut vinegar serve in lechon consumption?,通用知识推理,"Cuts grease, enhances flavor.","多次提到蘸椰醋（""dip in the coconut vinegar""）并描述其解腻效果（""cuts through the grease""）。",视频中多次提到使用这个醋可以解腻并且增加风味，所以这个醋的效果就是解腻和增加风味。,,,,,,,,,,
,,,,5,What drives Carcar Market's high lechon sales volume?,通用知识推理,Traditional cooking methods.,"周日售出50头猪（""sell over 50 pigs in a day""）且保留竹签炭烤工艺（""traditional bamboo skewers""）。","根据店主说他保留了竹签烤碳工艺，并且能在周日出售50头猪，说明传统手艺是它的优势,使其大受欢迎",,,,,,,,,,
16,https://www.youtube.com/watch?v=CQl9Qp4zA9o,20:04,探索 - 参观,1,Is Amy a hard-working person or lazy person?,"多线索推理,人物属性建模",hard-working.,,模型需定位到amy工作的多个片段以及介绍amy的片段，视频介绍她希望把这份不起眼的工作做得很好，并且在后续片段中，他工作从不松懈，可以看出她是一个努力工作的人。,,,,,,,,,,
,,,,2,Is christian a responsible person or irresponsible person?,人物属性建模,responsible.,,模型需定位到christian接受采访的偏段，他作为该杂货店的代表，可以准确说出员工数量、每日的销售额以及杂货店的经营情况，由此可知，他是一个有责任心的人。,,,,,,,,,,
,,,,3,Are there any toys on the ceiling of the Stew Leonard's can be controlled by customers?,"多线索推理,通用知识推理",Yes.,视频中priya来到超市，在各种售卖点或者墙上都有push的按钮，按下去之后天花板上的一些玩具就会开始伴着音乐舞动。由此可知该杂货店的玩具可以被买家控制,模型需定位给到priya操控玩具的多个片段，她按下push按键，天花板上的玩具开始舞动，由此可以推测这件店的玩具是可以控制的。,,,,,,,,,,
,,,,4,Does Yonkers sell Christmas trees？,通用知识推理,Yes.,视频中christian说在这里可以卖出16000颗圣诞树，由此可以推测Yonkers是售卖圣诞树的。,模型需定位给到christian接受采访的片段，他介绍杂货店的经营情况时说卖出16000颗圣诞树，由此可以推理yonkers售卖圣诞树。,,,,,,,,,,
,,,,5,What color did the worker wear when she give priya a donut？,多模态/多语言推理,Red.,,模型需定位给到priya来到甜甜圈店的片段，她询问这是否是苹果酒甜甜圈？通过观察工作人员穿的是红色的衣服。,,,,,,,,,,
17,https://www.youtube.com/watch?v=nznjDnYm5aI&list=LL&index=1&t=461s,21:32,vlog - 宠物,1,What is Zac’s favorite type of video? ,人物属性建模,Dogs adoption videos.,,模型需要在多人物中识别Zac，并对Zac进行长期追踪，通过定位到zac对自我评价的片段，模型可知，zac在平时刷视频时，最喜欢的视频类型是看看狗狗找到新家被收养的视频。,,,,,,,,,,
,,,,2,Which app helps you save the time of grocery shopping for recipe ingredients? ,"多线索推理,通用知识推理",Hello Fresh. ,zac在视频中说过自己会在Hello Fresh下单，菜品所需的所有材料就会送到家门口，由此推断，Hello Fresh可以直接将所有原材料送到家门口，省去去商店买做菜所需材料的时间。,模型需要定位到zac在家门口收到Hello Fresh运送的菜谱所需材料的片段，同时结合zac的描述，模型可推断，Hello Fresh可以省去去商店买做菜所需材料的时间，直接送东西到家门口。,,,,,,,,,,
,,,,3,What is Thomas’s job?,人物属性建模, Pilot and founder of Apex Jets.,,模型需要在多人物中识别Thomas，并对Thomas进行长期追踪，通过定位到zac的互相介绍的片段，模型可知Thomas的工作是一名飞行员，同时也是Apex Jets的创始人。,,,,,,,,,,
,,,,4,Is Rif Mountains of Morocco a street dog-friendly area?,"多线索推理,通用知识推理", No.,zac在Rif Mountains时，有人在遇到狗狗在路上时不踩刹车，甚至有行人拿着棍子，等小狗靠近打他们，leeny看到狗狗的在街头的残酷遭遇，才决定留在这里办救助站，尽可能救助。由此判断Rif Mountains地区是一个对狗狗不友好的地方。,模型需要结合多个片段中，Rif Mountains地区人们对街头狗狗的行为以及leeny决定在摩洛哥Rif Mountains地区办救助站的动机，推断Rif Mountains地区并不是一个对狗狗友好的地方，,,,,,,,,,,
,,,,5,How many dogs need to be transported from Morocco to the UK?,多线索推理, Six.,,模型需要对视频中多个片段进行搜集，找到所有狗狗被英国家庭收养的狗狗的片段，对所有片段进行总结，并且排除小狗BIBI是被运送到法国，才能对从摩洛哥运送到英国的小狗数量进行总结。,,,,,,,,,,
18,https://www.youtube.com/watch?v=0SBdAfJE6Po,29:23,vlog - 烹饪,1,Does Jacob have an in-depth understanding of vehicle systems?,人物属性建模,Yes.,,视频中Jacob展示了熟练操作Cybertruck的复杂功能（如自动驾驶、悬架调节、差速锁启用），并提及对其他电动车（如雪佛兰Bolt EUV）的驾驶经验，表明其对车辆系统有深度理解。,,,,,,,,,,
,,,,2,What is the relationship between Jacob and Yuri?,人物属性建模,Colleagues.,,"视频中两人共同主持视频（""we're trying our best... in the comments""），互动频繁且分工明确（Jacob驾驶，Yuri评论），推断为合作同事。",,,,,,,,,,
,,,,3,How many tests are there?,多线索推理,Five.,,视频中将测评过程明确划分为5个独立板块（动态驾驶、自动驾驶、越野功能、人机交互、充电续航）。,,,,,,,,,,
,,,,4,How to enable the Cybertruck's rear locking differential in Off-road mode?,通用知识推理,Park mode.,启用差速锁需先切换至停车模式，动态行驶中禁止锁定差速器，需静态操作。,视频中提到启用差速锁需先切换至停车模式，动态行驶中禁止锁定差速器，需静态操作。,,,,,,,,,,
,,,,5,What limits the Cybertruck's air suspension height adjustment during driving?,通用知识推理,Safety protocols.,行驶中无法调节悬架高度，推测因动态调整可能影响稳定性，需遵守安全协议。,"视频显示行驶中无法调节悬架高度（""you can't do that at this speed""），推测因动态调整可能影响稳定性，需遵守安全协议。",,,,,,,,,,
19,https://www.youtube.com/watch?v=XRDfETqZvJM,29:29,探索 - 旅行探险,1,How many days and nights did the blogger spend in the trip?,多线索推理,Three days and two nights.,,模型可以通过对视频中白天和黑夜的轮换识别出博主在当地带了三天两夜。,,,,,,,,,,
,,,,2,Where is graylings fish is widespread?,通用知识推理,The arctic and pacific areas.,The grayling fish is widespread in the arctic and pacific areas so it's rich in the arctic area.,模型可以通过博主钓起鱼的时间间隔和鱼的模型分辨出马尔卡科尔茴鱼在北极地区广泛分布。,,,,,,,,,,
,,,,3,Is the blogger happy or serious all the time?,"多线索推理,人物属性建模",The blogger is serious.,,模型可以通过对多个片段的博主画面进行分析，可以发现博主经常是不苟言笑，十分严肃的人。,,,,,,,,,,
,,,,4,"According to the blogger, what should the blogger do to get back to his car at last?","多跳推理,多模态/多语言推理",The blogger needs to go over to mountains.,,模型可以通过片段最后，博主说的话和画的图发现，博主认为还需要爬过两座山才能够回到车边。,,,,,,,,,,
,,,,5,How can the fox and wolf be trapped?,通用知识推理,Put a trap in the routine the fox and wolf walk to mark their territory.,狐狸和狼会通过粪便、走圈的方式划分领地，所以通过在动物走圈路上设置陷阱就可以捕捉它们。,模型可以通过狐狸和狼的习性和博主的话分析出，通过在狼和狐狸走圈的路上设置陷阱就可以捕捉到它们。,,,,,,,,,,
20,https://www.youtube.com/watch?v=26qTgXJKMAE,20:24,vlog - 园艺,1,What's the relationship between Andrew and Kevin?,人物属性建模,They are the interviewee and interviewer.,,模型可以通过视频刚开始的画面发现，Kevin五年前认识了Andrew，然后视频内容是Kevin对Andrew的采访。,,,,,,,,,,
,,,,2,What does Andrew do in daily life?,"多线索推理,多模态/多语言推理",He farms his farm and do it 35 hours a week.,,模型可以通过对Andrew在农村的行为判断出Andrew平常种地。,,,,,,,,,,
,,,,3,Can the broccoli stay alive during winter?,通用知识推理,Yes.,西兰花是一种能够忍受住零下十度的植物，因此可以过冬。,模型可以通过捕捉Andrew说的话，从“overwintered”分析出这里的西兰花是过冬的。,,,,,,,,,,
,,,,4,Did the blogger stayed in Kevin's farm over night?,多跳推理,"No, he didn't.",,模型可以通过捕捉整体画面来发现，Kevin并没有在Andrew的农场过夜。,,,,,,,,,,
,,,,5,Are salanovas acceptable to normal people?,通用知识推理,No.,Salvanovas的价格相比其他蔬菜高，普通人不好接受这种食物。,模型可以通过捕捉对话，发现Salvanovas是Kevin农场里最贵的食物，Kevin也说这些 Salvanovas are performing really good，因此普通人不太能够接受。,,,,,,,,,,
21,https://www.youtube.com/watch?v=BvPnt8_4_hs,20:58,探索 - 体验新事物,1,What is the relationship between Jack and Fran?,人物属性建模,Couple.,,从视频中他们的对话和行为可以看出他们是一对。,,,,,,,,,,
,,,,2,What did Jack do in the water?,"多线索推理,多模态/多语言推理",Catch fish.,,视频中Jack拿着一把捕鱼枪下水，在水下寻觅很久后捕了一条小鲨鱼上来。,,,,,,,,,,
,,,,3,Was Jack happy to catch fish?,人物属性建模,Yes.,,视频定位到Jack捕上鱼的片段，可以从他的表情和言语中看到他很开心，他说终于通过以前的努力捕到鱼了。,,,,,,,,,,
,,,,4,Where are the fish in the sea congregated?,通用知识推理,Reefs and crevasses.,视频定位到作者航拍断层的片段，作者说到礁石的外面下降几百米，他们可以到那里去浮潜看鱼，说明礁石和裂缝的地方是鱼类的聚集地。,视频定位到作者航拍断层的片段，作者说到礁石的外面下降几百米，可以看到有很大的裂缝和断层，他们可以到哪里去浮潜看鱼。,,,,,,,,,,
,,,,5,"Whether in the deep sea or in the area with bright light, which fish has a braod view of vison ?",通用知识推理,Dog Toth Tuna.,视频中坐在这提到这种金枪鱼让鲨鱼都害怕，它还有非常大的眼睛能看见的地方非常多。由此推理出Dog toth tuna 可以在深海和强光下的可视范围都非常广。,视频中坐在这提到这种金枪鱼让鲨鱼都害怕，它还有非常大的眼睛能看见的地方非常多，阳光下的明亮和深海的昏暗都能看见。,,,,,,,,,,
22,https://www.youtube.com/watch?v=rsy4DyzSj_A,38:32,访谈 - 静态（对话密集型，少量视觉信息）,1,What is Robert's profession?,人物属性建模,Actor.,,从视频可以看出罗伯特和Jamie是在回忆他们一起拍过的电视，因此推断出他是演员。,,,,,,,,,,
,,,,2,What is the relationship between Robert and Jamie?,"多线索推理,人物属性建模",Patners.,,从整个视频来看，是罗伯特和Jamie在回忆他们一起拍过的《黑道家族》，由此看出他们是合作伙伴。,,,,,,,,,,
,,,,3,Is the photo of Robert and Jamie's 75th anniversary real?,"多线索推理,多模态/多语言推理",No.,,模型定位到放他们老去的照片的片段，视频中的照片是75周年的《黑道家族》纪念照片，但是他们现在还年轻，才第五周年，因此推断出照片是假的。,,,,,,,,,,
,,,,4,How to make actor more realistic?,"多模态/多语言推理,通用知识推理",Use the real thing.,视频定位到讨论导演的片段，罗伯特说他记得如果他在演一段喝水的戏的时候，导演是会要求杯子里必须要有水的，以及在演痛苦的戏时在鞋子里加了一颗石头。由此推理出，使用真实的物品，身临其境像是正常的在生活会让演员演戏更加真实。,在他们讨论导演的片段中，罗伯特说他记得如果他在演一段喝水的戏的时候，导演是会要求杯子里必须要有水的。,,,,,,,,,,
,,,,5,Why do actors attend in fixed costumes?,通用知识推理,The costumes of actors are specified.,视频定位到罗伯特说他的服装店的片段，有一场宴会出席前他看见了特定的衣服在衣柜里，所以意味着他必须穿这身去参加，由此推断出演员出席是有特定的被指定的服装的。,视频定位到罗伯特说他的服装店的片段，有一场宴会出席前他看见了特定的衣服在衣柜里，所以意味着他必须穿这身去参加聚会。,,,,,,,,,,
