视频序号,视频_url,视频长度（min）,视频类型,问题序号,"问题
","问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,3,What uncontrollable scene occurred before the end of the 8th performance that surprised everyone?,"多跳推理,多模态/多语言推理",A dog urinated into the shoe.,,在第8个节目表演片段，表演结束前Mahny的狗往鞋子里尿尿，所有人都没有想到。,,,,,,,,,,
,,,,4,What is Mahny's hobby?,人物属性建模,Yoga.,,Mahny带着她的狗进行瑜伽表演，动作娴熟标准。,,,,,,,,,,
,,,,5,What does it mean when a judge presses the button in front of him in America's Got Talent? ,"多模态/多语言推理,通用知识推理",It means that the judge doesn't like the performance.,Simon pressed the button to indicate his dislike.,结合视觉听觉在第四个表演中，表演者的表演出现意外，提到了Simon评委并调侃，Simon按下面前按钮，是个×。,,,,,,,,,,
80,https://www.youtube.com/watch?v=Cv2lAy8-y78,28:54,街头互动 - 社会观察,1,Is Kelly a person who likes to wear a headscarf?,人物属性建模,No.,,街头采访中可知Kelly从未尝试过戴头巾，凯莉在她男朋友的鼓励下去尝试头巾，在Urban Modesty的帮助下凯莉带上头巾，当WAYOFLIFESQ询问凯莉是否喜欢自己带上头巾，他自己表示有点奇怪但是可以逐渐适应。通过这个语言表述可以推断凯莉并没有特别喜欢，由此可推出结论。,,,,,,,,,,
,,,,2,What does WAYOFLIFESQ do each time after giving money to those who have helped him?,"多线索推理,多跳推理",He gave each kind-hearted person a copy of the Quran.,,首先模型要读取视频每次社会经验，然后WAYOFLIFESQ在为每一个帮助他的人付钱他人所购买的商品之后，再是给了每个人一本古兰经，由此可推得。,,,,,,,,,,
,,,,3,Is Fantia a girl who loves sports or hates sports?,人物属性建模,She likes sports.,,基于WAYOFLIFESQ的描述在肯尼亚地区WAYOFLIFESQ帮助了一群孤儿，在他们的帮助下孩子们逐渐成长，其中他特别强调Fantia非常热爱排球，由此可推出她喜欢运动。,,,,,,,,,,
,,,,4,Is religious propaganda activity allowed in the New York Square?,通用知识推理,Yes.,街头采访的地点实在纽约广场，允许进行宗教宣传活动的，且会在周围会安排维护秩序的官方工作人员，来来往往的女性绝大多女性都是愿意尝试头巾佩戴。,街头采访的地点实在纽约广场，允许进行宗教宣传活动的，且会在周围会安排维护秩序的官方工作人员，来来往往的女性绝大多女性都是愿意尝试头巾佩戴，且对于Wayoflifesq的宗教宣传都会认真听取。,,,,,,,,,,
,,,,5,What kind of clothing can Urban Modesty provide? ,通用知识推理,Headscarves.,在视频中免费佩戴头巾的活动中，基于WAYOFLIFESQ的表述此次活动头巾来自Urban Modesty提供，然后参与者他们佩戴的头巾花纹、颜色等都非常多样。,在视频中免费佩戴头巾的活动中，基于WAYOFLIFESQ的表述此次活动头巾来自Urban Modesty提供，由此可推断得出。,,,,,,,,,,
81,https://www.youtube.com/watch?v=XlQk037XZMo,23:35,街头互动 - 社会观察,1,Is Ishmael a kind person?,人物属性建模,Yes.,,Ishmael是第一位被测试的同学，然后他非常热心的提醒WAYOFLIFESQ他的钱财掉落，他在家庭遇到问题时也不希望将负面情绪传递给其他人，表示这么做的是希望WAYOFLIFESQ能够过好一天，由此可推断Ishmael是一个善良的人。,,,,,,,,,,
,,,,2,What religion does WAYOFLIFESQ believe in?,人物属性建模,WAYOFLIFESQ believes in Islam.,,在通过现金感谢那些帮助他们的人还给他们每个人一本古兰经，这是伊斯兰教的书籍，由此可推断。,,,,,,,,,,
,,,,3,Which group does the FREEDOM BAKERIES provide services for? ,"多模态/多语言推理,通用知识推理",Yemeni refugees.,基于画面上WAYOFLIFESQ在也门难民区支援时穿着的志愿者马甲是FREEDOM BAKERIES这个慈善组织，由此可知FREEDOM BAKERIES会帮助也门难民。,模型基于语言定位到讲述也门难民的视频片段，然后基于画面上WAYOFLIFESQ穿着的志愿者马甲是FREEDOM BAKERIES这个慈善组织，由此可知FREEDOM BAKERIES会帮助也门难民。,,,,,,,,,,
,,,,4,How many social experiments did WAYOFLIFESQ conduct?,多线索推理,Nine times.,,模型需要阅读视频然后计数一共测试了几位陌生人的社会实验，计数可知是9次。,,,,,,,,,,
,,,,5,Is the cost of living for families in Yemeni refugee camps low or high?,通用知识推理,The cost of living for the people there is low.,基于WAYOFLIFESQ在也门难民营实际公益合作。他发现在也门一个七口之家一天花费2-3美元便可以支撑他们一天的生活，由此可推断。,基于WAYOFLIFESQ的描述，他参与的组织在也门等地区的难民营合作进行公益合作。在实际参与帮扶中发现在也门一个七口之家一天花费2-3美元便可以支撑他们一天的生活，由此可推断。,,,,,,,,,,
82,https://www.youtube.com/watch?v=zbZzeceXKKk,35:38,测评 - 美妆产品,1,Is James Charles a very straightforward person?,人物属性建模,Yes.,,视频中Jeffree透露自己品牌即将上新品，希望James和Tati两个人能够严格测评，James也表示他非常认同队自己的朋友有偏见时就直接说出来，尤其是我们作为一个测评博主更加应当直白说出来，由此可推断。,,,,,,,,,,
,,,,2,What color of concealer does Jeffree like to use in his daily life?,人物属性建模,White.,,在第二轮比拼中James Charles 赢得选择权他选择让Tati去使用白色遮瑕膏，因为Jeffree是一个日常就会使用白色遮瑕膏的人，Jeffree也表示是非常喜欢的，由此可推论。,,,,,,,,,,
,,,,3,What steps did Tati take to conceal imperfections before applying the white concealer?,多跳推理,Apply foundation.,,模型需要根据Tati在整个化妆过程，在完成第二轮问题抢答后被迫使用白色这下，第一轮流程赢得争创底妆，由此可推断。,,,,,,,,,,
,,,,4,How many foundation shades does the Fenty beauty series launched by the Venti Beauty brand ultimately include?,通用知识推理,Fifty shades.,基于Jeffree对于Fenty beauty系列粉底液的描述，该系列最初推出40种色号其中有25种色号颜色大致相同引起消费群体不满，后续品牌又增加10种色号，最终为50种。,基于Jeffree对于Venti Beauty包容性的认识，以及对Fenty beauty系列粉底液的描述，该系列最初推出40种色号其中有25种色号颜色大致相同引起消费群体不满，后续品牌又增加10种色号，由此可知最终Fenty beauty系列粉底液色号为50种。,,,,,,,,,,
,,,,5,"When purchasing Morphe products of the James Charles brand during holidays, how much discount will be given if you use the code ""JAMES""?",通用知识推理,Use code 'JAMES' for 10% off.,视频中James讲述Morphe品牌可以用代码“James”商品就可以打九折，并且这个折扣是哪怕在联邦节假日仍然存在的，由此可推断。,视频中James讲述Tati用的面部化妆刷的品牌可以用代码“James”商品就可以打九折，并且这个折扣是哪怕在联邦节假日仍然存在的，由此可推断。,,,,,,,,,,
83,https://www.youtube.com/watch?v=scKmqlG86II,31:21,vlog - 居家,1,What is Oliver's relationship with Eaton?,人物属性建模,Oliver is Eaton's son.,,Eaton每天照顾Oliver，并母乳喂养Oliver，可知Oliver是Eaton的儿子。,,,,,,,,,,
,,,,2,"Can see the surveillance screen of the ""Hello Baby"" monitor on the phone?",通用知识推理,No.,"手机上是不可以看到""Hello Baby""监视器的监控画面的。","Eaton说Hello Baby""监视器是不联网的，故手机上是不可以看到""Hello Baby""监视器的监控画面的。",,,,,,,,,,
,,,,3,Is Eaton a careful person?,人物属性建模,She is a careful person.,,根据Eaton从婴儿的穿衣、喂奶等方面详细介绍了婴儿成长所需的东西，可知Eaton是一个非常细心的人。,,,,,,,,,,
,,,,4,"What brand is ""mushy""?",通用知识推理,Household goods brand,"""mushy""是家居用品品牌。","根据Eaton说她家的地毯是""mushy""牌子的可知。",,,,,,,,,,
,,,,5,What baby products did Eaton introduce after swaddling?,多跳推理,Baby monitor.,,根据视频可知Eaton在介绍完襁褓之后介绍了婴儿监视器。,,,,,,,,,,
84,https://www.youtube.com/watch?v=Mf7pOLf8QOU,21:55,综艺 - 游戏,1,What is Pit's profession?,人物属性建模,He is a host.,,根据Pit主持《Beopardy Animals》比赛，可推测Pit是一名主持人。,,,,,,,,,,
,,,,2,What do the numbers on the display board in the game Beopardy Animals represent?,通用知识推理,The difficulty level of the problem.,《Beopardy Animals》游戏中展板上的数字大小代表着问题的难易程度。,根据游戏中展板上数字小问题简单，数字大则问题较难可推测。,,,,,,,,,,
,,,,3,Do Tomey and Angela have a wealth of animal knowledge?,人物属性建模,They are very knowledgeable about animals.,,Tomey和Angela赢得了比赛，说明他们有着丰富的动物知识。,,,,,,,,,,
,,,,4,What do the different colors of paper on the display board in Beopardy Animals represent?,通用知识推理,Different types of animals.,《Beopardy Animals》游戏中展板上不同颜色的卡片代表了动物的类型。,根据主持人介绍黄色卡片是可爱温顺的动物，蓝色卡片是令人害怕的动物，可推测不同颜色的卡片代表了动物的类型。,,,,,,,,,,
,,,,5,How many people played animals on the show Beopardy Animals?,多线索推理,There are 5 people in total.,,四位嘉宾和主持人都带了动物发箍，可知一共有5个人扮演了动物。,,,,,,,,,,
85,https://www.youtube.com/watch?v=iVP91kt3sP8,42:25,纪录片 - 人文,1,In which year was Oliver P. Doyle promoted and transferred to work in Dublin? ,多线索推理,In 1966.,,Oliver P.Doyle提到自己的工作经历，1962年他进入售票站工作，4年之后他升职进入了都柏林。,,,,,,,,,,
,,,,2,Is the ethnic composition in Wexford homogeneous or diverse?,通用知识推理, It's diverse.,关于维克斯福德地区的人种的构成。,视频中Lorraine O Dwyer给作者讲授维克斯福德的历史时，提到这里以前是一个贸易中心，各种各样的人在这里生活过，有很多各族移民。,,,,,,,,,,
,,,,3,Is Lorraine O'Dwyer's attitude towards the history of the British arriving in Ireland welcoming or resentful? ,"多线索推理,人物属性建模",Resentful.,,Lorraine O'Dwyer是爱尔兰人，她提到爱尔兰人对于英国人感到害怕的，而且他提到历史中英国人每次到来都会带来麻烦。,,,,,,,,,,
,,,,4,What is Michael Rogers' job?,人物属性建模, He is a priest.,,通过视频中Michael Rogers建立精神中心，并且讲授关于基督教的教义。,,,,,,,,,,
,,,,5,What is the period of rapid economic development in Ireland from the 1990s to the early 2000s called?,通用知识推理,Celtic Tiger.,关于爱尔兰二十世纪末二十一世纪初，经济发展的历史。,视频中提到爱尔兰在二十年前有一段经济迅速发展的时期，作者提到这是发生在凯尔特之虎时期，可以得出结论。,,,,,,,,,,
,,,,6,Is Rosslare Harbour busy or idle?,多线索推理,Busy.,,视频中港口的主管在介绍罗斯莱尔港时，提到从这里去往英国以及大陆的航次很频繁，而且这个港口还是爱尔兰最重要的港口之一。,,,,,,,,,,
,,,,7,Does Oliver need to pay for taking the intercity train in Ireland?,多线索推理,No.,,视频中爱尔兰的城际列车对退休工是免费的，Oliver提到自己年轻时就在铁路上工作，并且他现在已经是77岁的退休工人了，可以得出结论。,,,,,,,,,,
,,,,8,Does Meabh Mulligan prefer the new-era buildings or the old-era buildings in Dublin?,"多线索推理,人物属性建模",She prefers the old-era buildings.,,视频中Meabh Mulligan提到新的建筑充满着外国的风格，很多事物都太新鲜了，相较于此，她更加喜欢以前的建筑。,,,,,,,,,,
,,,,9,Does Lorraine O'Dwyer know a lot or a little about the history of Wexford?,人物属性建模, A lot.,,视频中，提到Lorraine O'Dwyer需要依靠讲授维克斯福德的历史生活，维克斯福德的历史对于她来说比较重要，并且在行驶过程中不断与作者交流她所知的历史知识。,,,,,,,,,,
,,,,10,How have the jobs of the people in Howth Harbour changed? ,多线索推理,From fishing industry to tourism industry.,,视频中作者提到这里的人们不再靠捕鱼为生，在交流过程中可以了解到过去的渔民现在负责旅游工作。,,,,,,,,,,
86,https://www.youtube.com/watch?v=CIImokffzvw,21:57,街头互动 - 社会观察,1,When was the Broken Bridge in Dandong formed?,通用知识推理,The War to Resist U.S. Aggression and Aid Korea.,关于丹东断桥的历史。,视频中在作者与导演的交流中，可以知道断桥是在1950年左右，美军的轰炸而形成。,,,,,,,,,,
,,,,2,Is the tourism industry in Dandong relatively developed or poorly developed?,"多线索推理,通用知识推理",It is relatively developed.,关于丹东地区经济发展的优势与侧重。,视频中可以观察丹东有丰富的历史文化与国家文化，在各旅游景点人数众多，旅游设施齐全，并且有很多相关的商店。,,,,,,,,,,
,,,,3,What attitude does the author have towards North Korea? ,"多线索推理,人物属性建模",Loving.,,作者提到自己之前在朝鲜待过一段时间，但是护照到期后就不得不离开，之后一直在寻找再次回到朝鲜的方法。,,,,,,,,,,
,,,,4,Is the author good at communicating or taciturn?,人物属性建模,He is good at communicating.,,视频中作者与导游间的交流很多，遇到陌生人也可以经过交流产生短暂的友谊，经常主动与其他人谈话。,,,,,,,,,,
,,,,5,What kind of paintings did the author buy as souvenirs? ,多线索推理,Portraits.,,通过视频在游览商店中，看了几幅画，询问过价格后，最终买下一幅较小的人物画。,,,,,,,,,,
87,https://www.youtube.com/watch?v=7iNkXRPnf9Q,20:11,测评 - 体育用品,1,What are the differences in maintenance between polymer - coated cricket bats and traditional wooden bats?,通用知识推理,A polymer-coated cricket bat does not require oiling for maintenance. ,带有聚合物涂层的板球棒的特性,根据Hussey所说传统木制球棒上面写了每月涂油保养而聚合物涂层球棒被称为无油球棒，由此推出,,,,,,,,,,
,,,,2,What kinds of data can Fox Cricket technology detect when a cricket ball is hit? ,通用知识推理,"Launch speed, launch angle, height and distance", Fox Cricket技术在板球运动上的应用,模型根据画面上 Fox Cricket提供的这四项数据可以得出,,,,,,,,,,
,,,,3,How many kinds of cricket bats did Hussey use in total for the batting test? ,多线索推理,Six.,,模型需要分析并统计Hussey使用了多少种板球棒并进行了击球测试,,,,,,,,,,
,,,,4,Is Hussey a humorous person or a serious person?,"多线索推理,人物属性建模",He is a humorous person,,根据Hussey测试过程中的笑容以及和Howard开玩笑的动作可以看出他是一个幽默的人,,,,,,,,,,
,,,,5,Is Howard familiar or unfamiliar with the development of the cricket bat?,"多线索推理,人物属性建模",He is familiar with it.,,根据Howard对每根球棒的历史都很了解可以看出,,,,,,,,,,
88,https://www.youtube.com/watch?v=kSYEWXwzyzM,22:49,测评 - 体育用品,1,In which year's FIFA World Cup was the football with thermally bonded panels used for the first time? ,通用知识推理,2010,2010 年南非世界杯的比赛用球 “JABULANI” 是世界杯历史上第一次使用热粘合面板的足球,根据Chris所说 “JABULANI” 是世界杯上第一次使用热粘合面板的足球，而“JABULANI”是2010年世界杯比赛用球,,,,,,,,,,
,,,,2,"Which year's match ball of the FIFA World Cup in 2010, 2014 and 2018 had the most panels? ",通用知识推理,2010,三次世界杯比赛用球所用面板数量,根据Chris所说2010年世界杯比赛用球使用了八块面板，而2014年和2018年的比赛用球使用了六块面板，由此推出,,,,,,,,,,
,,,,3,Which football bounces the highest in the elasticity test?,多线索推理,Telstar,,模型需要分析并比较三款足球的弹跳高度得出,,,,,,,,,,
,,,,4,Is Simon fond of or bored with the sport of football? ,"多线索推理,人物属性建模",He likes this sport.,,根据Simon踢足球时开心的动作和表情可以看出,,,,,,,,,,
,,,,5,Is Chris's father strict or kind to him?,人物属性建模,Kind,,根据Chris的爸爸愿意陪他做头球测验并且过程中很开心可以看出,,,,,,,,,,
89,https://www.youtube.com/watch?v=wIRRAkm0hSY,24:40,测评 - 体育用品,1,What is the function of the cut at the bottom of the cricket wicketkeeper's pads? ,通用知识推理,Increase flexibility and improve comfort.,板球守门员护垫下面的切口的作用,"根据Josh说现在的护垫比40多年前有了更深的切口,让守门员感到舒适移动更敏捷可以推出",,,,,,,,,,
,,,,2,What is the difference between a cricket goalkeeper helmet and a batting helmet in terms of weight?,通用知识推理,The goalkeeper's helmet is a little lighter,板球守门员头盔和击球手头盔在重量方面的区别,根据Josh所说守门员头盔帽檐更短头盔后留有切口，因此更轻盈,,,,,,,,,,
,,,,3,How many times did Josh try on the gloves?,多线索推理,Once,,模型需要分析统计Josh尝试佩戴手套的次数,,,,,,,,,,
,,,,4,Is Josh a kind person or a serious person?,"多线索推理,人物属性建模",He is kind,,根据Josh一步步教大家如何选择合适的护具以及他的表情可以看出他是一个和蔼的人,,,,,,,,,,
,,,,5,Is Chris familiar with cricket knowledge or is he unfamiliar with it? ,"多线索推理,人物属性建模",He is familiar with it.,,从Chris对一些专业板球运动员护具的选择很了解以及对守门员的护具也很了解可以看出,,,,,,,,,,
90,https://www.youtube.com/watch?v=qBGusjUB1Sk,25:24,测评 - 服装,1,What kind of clothing does Halara mainly produce?,通用知识推理,Sportswear,Halara是主做运动装的品牌,博主说你们可能已经看过Halara的产品直播，从运动裤到牛仔裤，他们应有尽有，但她不知道Halara竟然还有牛仔裤，可推断出Halara是主做运动装的品牌,,,,,,,,,,
,,,,2,Does the blogger prefer the elastic pants with zippers or those without zippers?,人物属性建模, The elastic pants without zippers,,博主说她很喜欢假门襟，没有拉链纽扣或者其他东西，它们只是有弹性的裤子，这很棒，可推断出,,,,,,,,,,
,,,,3,Are stretch pants the blogger's favorite kind of pants?,人物属性建模,No,,博主把一条蓝色的弹力裤放在颁奖台，她说很喜欢这条裤子但会把它排在第二名，因为她认为后面试的衣服里会有更好的，可推断出,,,,,,,,,,
,,,,4,"Which fabric makes clothes softer, crepe or waffle,?","多模态/多语言推理,通用知识推理",Crepe,绉纱材质的衣服比华夫格材质的更柔软,在试穿微华夫格材质的衣服时，博主朋友说自己更喜欢那些柔软的衣服，此时视频中弹出了她试绉纱材质的片段，可推断出,,,,,,,,,,
,,,,5,What clothes did the blogger try on after trying on the sweater?,多跳推理,Sport vest,,视觉定位到博主试毛衣的片段，跟踪博主行为可得出结果,,,,,,,,,,
91,https://www.youtube.com/watch?v=uLt_T1AYEew,34:26,测评 - 服装,1,How many children does Kenzzie have?,人物属性建模,Three,,通过视频中的照片可以看出Kenzzie已经有两个孩子了，同时她还怀孕了，加起来一共是三个孩子,,,,,,,,,,
,,,,2,Is Rachel concerned or not concerned about showing off her abdominal curves?,人物属性建模,Concerned,,Rachel说紧身连衣裙突出了她的不安全感，如果把连衣裙弄平整会使她的腹部看起来更糟糕，但是如果把腹部的布料弄些褶皱她会更有信心,,,,,,,,,,
,,,,3,What kind of fabric is Skims' long slip dress made of?,"多模态/多语言推理,通用知识推理",Ribbed fabric,Skims的长款吊带裙是罗纹面料的,定位到测评长款吊带裙的片段，Rache边看边抚摸着吊带裙说自己很喜欢罗纹面料，可推断出,,,,,,,,,,
,,,,4,How does the base price of Skims compare with that of other brands?,通用知识推理,More expensive,Skims的基础款价格偏高,Rache说在Skims上买的基本款可能和在其他地方买到的更便宜的衣服质量一样，可推断出,,,,,,,,,,
,,,,5,"After trying on the dresses, Rachel, Kenzie and the blogger tried on what clothes?","多线索推理,多跳推理",Tight pants,,定位到试连衣裙的片段，跟踪三人行为可得出答案,,,,,,,,,,
92,https://www.youtube.com/watch?v=QXudsR4DuXk,28:59,测评 - 服装,1,How far in advance should one make a reservation to purchase the clothes on the Star Wars Galaxy Starship?,"多线索推理,通用知识推理",Three weeks,购买星际大战银河巡洋舰上的衣服需要提前三周预定,博主对儿子说如果人们预定才能买星球大战的衣服，意味着三周后他们将开始银河星际巡洋舰星球大战体验，可推断出,,,,,,,,,,
,,,,2,Which movie's fan is the son of the blogger?,人物属性建模,Star Wars,,博主说完他们将开始银河星际巡洋舰星球大战体验的时候他儿子激动地跳起来，可推断出,,,,,,,,,,
,,,,3,Is the blogger a careful father?,"多线索推理,人物属性建模",Yes,,博主给儿子买的每一件衣服尺寸都是合身的，可推断出,,,,,,,,,,
,,,,4,How many pockets does the mechanic's coverall of Star Wars have?,"多线索推理,多模态/多语言推理,通用知识推理",Five,星球大战里的机械师连体衣有五个口袋,视频开头博主说他们要开始试星球大战里的衣服了，定位到机械师连体衣的片段，博主先后提到衣服胸前口袋、后袋（两个后袋要结合视觉得到）、前袋、购物口袋,,,,,,,,,,
,,,,5,Who does Kramer Ranch provide services to?,通用知识推理,Children,Kramer Ranch为儿童提供服务,介绍Jackie的时候博主说她刚开始自己的生意，然后Jackie说自己做了Kramer Ranch，这是可以给孩子们举办生日派对和骑马的地方，可推断出,,,,,,,,,,
93,https://www.youtube.com/watch?v=LuRtWt5xMiA,23:58,vlog - 旅行,1,Is Staffan Taylor full of vitality or taciturn?,人物属性建模,Full of vitality.,,视频中Staffan Taylor经常展现他外向的一面，遇到驴会去主动接触，对于新鲜事物感到好奇。,,,,,,,,,,
,,,,2,How many people are still living in the ghost town of Roscigno?,"多线索推理,通用知识推理",One.,关于Roscigno鬼镇的情况。,视频中可以了解到，原本所有人都从这里搬出去了，但是之后有一个人选择搬了回去，并且一直在这里生活。,,,,,,,,,,
,,,,3,What is the reason for the abandonment of Apice Vecchia?,通用知识推理,Earthquake.,Apice Vecchia人们离开和衰败的原因。,视频中作者提到Apice Vecchia发生了一场地震，人们就匆匆离开了，这使得这个地方荒废。,,,,,,,,,,
,,,,4,Which ghost town is the best preserved?,多模态/多语言推理,Apice Vecchia.,,作者参观了四个鬼镇，可以看到第一个与第二个都十分破败了，而Apice Vecchia依然有人在维护这里的设施，通过画面也可以看到这里很完整，而Santo Stefano则是受到了改造，很多原有的建筑都被改造为观光或住宿点。,,,,,,,,,,
,,,,5,Does the author like traveling?,人物属性建模,Yes.,,视频中作者在参观过程中表现出十足的探索欲，并且很享受在这一过程中的经历。,,,,,,,,,,
94,https://www.youtube.com/watch?v=Wgk3nugpnHI,25:52,教学 - 烹饪,1,What is it like to use pork with marbling patterns to make pork chops?,通用知识推理, It is suitable.,带有大理石花纹的猪肉很适合做成猪排,视频中Isaac Toups提到什么样的猪肉适合做猪排时，对砧板上的几块猪肉进行了评价，提到带有大理石花纹的猪肉是很好的材料。,,,,,,,,,,
,,,,2,Does Isaac prefer bone-in pork chops or boneless pork chops?,人物属性建模,Bone-in pork chops.,,视频中Isaac提到自己喜欢骨头旁边的肉，认为虽然购买去骨的猪肉会省事，但这会损失很多美味的部分，提到有骨头是一个加分的点。,,,,,,,,,,
,,,,3,What is Isaac's ability to handle pork chops?,"多线索推理,人物属性建模",Superb.,,通过视频中Issac对每种猪排提出的处理方法，以及他的经验，进行烹饪时的展现的技巧和熟练度，可以得出结论。,,,,,,,,,,
,,,,4,How many kinds of seasonings are added in the marinating of the thick-cut pork chop?,多线索推理, There are four kinds.,,视频中进行了两种猪排的腌制，其中在厚切猪排中，加入了water，salt，brown sugar，black peppercorns，bay leaves，后面的四种是调味品,,,,,,,,,,
,,,,5,"When the pork chop is just put into the pan, do you need to shake the frying pan or keep it still as much as possible?",通用知识推理, Keep it still as much as possible.,关于煎猪排时需要注意的事项,视频中作者提到，猪排放入时要让猪排尽可能受热，摇晃煎锅会导致热量散失，油温降低。,,,,,,,,,,
95,https://www.youtube.com/watch?v=UGuC6wunr-I,21:45,访谈 - 静态（对话密集型，少量视觉信息）,1,"Is Sean a professional host, or not?","多线索推理,人物属性建模",He is a professional host.,,通过观看视频，如Sean清晰介绍Jenna，以及对Jenna专业领域的更深层次的精准提问等细节，可知Sean是一个专业的主持人。,,,,,,,,,,
,,,,2,"How does the show ""Hot Ones"" conduct its interviews? ",通用知识推理,Conduct the interview while undergoing the hot sauce challenge. ,《Hot Ones》的访谈是全程与“辣酱挑战”同步进行的，两者深度捆绑，形成一种“生理煎熬+心理攻防”的独特互动模式。,通过观看视频，视频中Jenna一边进行节目特制辣酱挑战，一边接受Sean的访谈。,,,,,,,,,,
,,,,3,"Is Jenna good at eating spicy food, or not?",人物属性建模,She is good at eating spicy food.,,通过观看视频，Jenna在进行辣酱挑战边访谈时，如在挑战Scoville level of 135600辣度时，该辣度以属于非常辣的级别，仍微笑完成了Sean的提问。可知Jenna擅长吃辣。,,,,,,,,,,
,,,,4,How did the controversial guacamole recipe published by The New York Times in 2015 require it to be made? ,通用知识推理,Add ⅔ cup of fresh green peas per three avocados.,2015年《纽约时报》争议性鳄梨酱食谱，由知名美食专栏作家Sam Sifton发布，要求：“每3个鳄梨加入⅔杯新鲜青豆（peas）”。,通过观看视频，视频中Sean说道2015年的纽约时报发表了一个有争议的鳄梨酱食谱，要求每三个鳄梨配⅔杯新鲜青豆，由此可知问题答案。,,,,,,,,,,
,,,,5,"After challenging the Scoville level of 1600, what Scoville level did Jenna challenge next? ",多跳推理,Scoville level of 6200.,,通过观看视频，视频中Jenna在挑战完1600 scoville level辣酱后，进行了6200scoville level的辣酱挑战。,,,,,,,,,,
96,https://www.youtube.com/watch?v=HQy2jngWG-E,24:07,vlog - 旅行,1,Is the author generous or stingy?,人物属性建模,Generous.,,视频中作者主动提出要带陌生人去免费度假，并且在预算超出时，会主动增加金额，为了给他人带来更好的体验。,,,,,,,,,,
,,,,2,Where does Marisa work?,多模态/多语言推理,Whataburger.,,在视频画面中，我们可以看到作者最后去了Whataburger这个地方，在作者与工作人员交流时，工作人员介绍自己叫Marisa。,,,,,,,,,,
,,,,3,Does Makas like Hawaii?,人物属性建模,Yes.,,视频中Marisa提到她的儿子一直很想去Hawaii，她的儿子是Makas，并且结合Makas在去Hawaii前表现出的兴奋，可以得出结论。,,,,,,,,,,
,,,,4,Does it take within one day or more to fly from Texas to Hawaii?,"多线索推理,通用知识推理",Within one day.,德克萨斯与夏威夷的距离,视频中作者提到可以承担五天的度假时间，这其中包含了旅程的时间，后面可以了解到作者在夏威夷待了四天，并且通过观察视频中的画面，可以发现出发时间是早上，到达时间是晚上。,,,,,,,,,,
,,,,5,Is it free or does it cost money to attend a Hawaiian Luau?,通用知识推理,It costs money.,关于夏威夷Luau的参与要求,视频中作者提到要带大家一起去参与Luau，为此进行准备，并且准备好了门票。,,,,,,,,,,
97,https://www.youtube.com/watch?v=Eeb4aZObp-0,28:41,测评 - 工具/机械,1,What is the relationship between the author and John Wick?,人物属性建模,The author is a fan of John Wick.,,找到作者谈到疾速追杀2中的约翰威克的片段，并根据作者按照影片中的形象出镜可以判断出他对其非常喜爱。,,,,,,,,,,
,,,,2,What role does shear-thickening fluid play in flexible bulletproof vests?,通用知识推理,It makes vests stronger without sacrificing comfort.,剪切粘稠液是一种非牛顿流体，其特性是在受到高速冲击或剪切力时会迅速变硬，而在低速状态下保持液态流动性。这种特性使其在防弹衣中发挥关键作用，能够显著提升防弹性能，同时保持穿戴舒适性。,找到在使用剪切粘稠液制造防弹衣并进行测试的片段，并根据它的特性推理出答案。,,,,,,,,,,
,,,,3,"Between .45 ACP and 9mm, which bullet has greater penetration against body armor?",通用知识推理,The 9mm has greater penetration capability.,由于9毫米子弹具有更高的初速和更小的弹头横截面积，在测试相同防护等级防弹衣时，其穿甲性能优于速度较慢、弹头更重的.45 ACP子弹。,找到分别对9mm子弹和.45ACP子弹对相同两种防弹衣进行穿透测试的片段，并据此推理出答案。,,,,,,,,,,
,,,,4,How is the author's marksmanship?,人物属性建模,He excels in shooting.,,找到作者通过射击测试防弹西服的片段，并根据他多次射击的精准度可以得出他很擅长射击。,,,,,,,,,,
,,,,5,What materials compose the bulletproof suit co-designed by the author? ,多线索推理,It consists of 20 specialized layers of Kevlar fiber.,,找到作者多次测试防弹衣所用材料的片段，并根据他最终成功测试得出的材料与最终防弹衣制成所使用的材料推理出答案。,,,,,,,,,,
98,https://www.youtube.com/watch?v=ekoqy4pn8xw,22:10,测评 - 其他,1,How many entrances does the author's secret room have?,多线索推理,Four.,,找到作者分别从天花板，电梯，桌子，冰箱打开秘密入口的画面，并据此得出答案。,,,,,,,,,,
,,,,2,Is the author good at the game Zelda?,"人物属性建模,多模态/多语言推理","No, he isn't.",,找到作者游玩塞尔达的片段，并根据画面结合电视屏幕上出现的game over与此时语音作者提到此时的画面代表了他的塞尔达历史，可以得出作者的游戏水平。,,,,,,,,,,
,,,,3,What is the author's attitude towards bathing on the rooftop? ,人物属性建模,He enjoys bathing,,找到作者在天台泡热水浴缸的片段，并根据他的感想得出答案。,,,,,,,,,,
,,,,4,What is the purpose of adding some hydrogen peroxide to the water tank?,通用知识推理,It can prevent bacterial growth.,过氧化氢是一种强氧化剂，能破坏细菌细胞的关键结构,找到作者为水箱注入过氧化氢的片段，并推理出其作用。,,,,,,,,,,
