视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,5,Who was the first Tera and George meet in Santa Cruz?,多跳推理,Reyna.,,Tera一家在厄尔瓜多有很多经停点，模型首先需要定位到tera一家在 Santa Cruz的片段，接着才能识别到tera一家人在 Santa Cruz见到的第一个人是谁。,,,,,,,,,,
16,https://www.youtube.com/watch?v=ibPkLdbG4VU,58:35,访谈 - 静态（对话密集型，少量视觉信息）,1,How many men are there at this roundtable?,多线索推理,Seven,,视频开头主持人便一一介绍了各位演员，仔细计数，算上主持人一共7位男子。,,,,,,,,,,
,,,,2,How many men at this roundtable in this video are wearing glasses?,多线索推理,One,,仔细观察所有嘉宾的面部，只有汤姆汉克斯一个人戴了眼镜。,,,,,,,,,,
,,,,3,Is Jamie Foxx a very extrovert guy at this roundtable?,人物属性建模,Yes,,对比Foxx和其他人发言的状态，Foxx的话最多，肢体语言最夸张，还时不时抢话，超级外向。,,,,,,,,,,
,,,,4,Does Tom Hanks have long or short hair in the movie Punchline?,多模态/多语言推理,Short,,定位到汤姆汉克斯回顾早年拍摄的电影《Punchline》，通过几个图片资料可以看出他在电影里是短发造型。,,,,,,,,,,
,,,,5,Is Adam Driver a patriot?,人物属性建模,Yes,,主持人在引导大家讨论喜剧的时候，提起了Adam参过军的事情，字幕显示他是在美国经历911之后参军的，说明他有爱国情怀。,,,,,,,,,,
,,,,6,Who answered Steven's opening question after De Niro?,多跳推理,Adam Sandler,,定位到主持人抛出第一个问题：喜剧更难吗？德尼罗是第一个回答的，然后主持人又问了亚当·桑德勒。,,,,,,,,,,
,,,,7,Which man has the longest hair at this roundtable?,"多线索推理,多模态/多语言推理",Adam Driver,,需要仔细观察每一个人的发型，Adam Driver的头发是最长的。,,,,,,,,,,
,,,,8,What is the full name of Eddie mentioned by Foxx?,多线索推理,Eddie Murphy,叫Eddie的人很多，从Foxx的表述可以知道这个Eddie是搞喜剧的，而且图片资料也表明他是周六夜现场的演员，这样就能缩小范围，确定Eddie的全名。,在场的嘉宾并没有人提过这个人的全名，Foxx提了Eddie，也有人提到了Murphy，再结合图片资料写着Saturday Night Live，可以知道这个Eddie是该节目的演员。,,,,,,,,,,
,,,,9,Does acting in a TV series require a louder voice than acting in a movie?,通用知识推理,Yes,字幕有提示Foxx之前不仅演过电视剧，也做过自己的Foxx Show，这类表演都是在密闭空间面对观众的，必须得夸张且大声才能让观众听见自己，所以表演风格跟演电影不一样。,Foxx回顾自己在Any Given Sunday试镜经历，他被人评价为horrible，他自己解释说他先前是电视剧演员，所以表演起来非常loud。,,,,,,,,,,
,,,,10,Is the Harry Ransom Centre open to the public?,通用知识推理,Yes,可以确定这个档案馆是属于德州大学的，而主持人Steven可以进去参观，该档案馆应该是对公众开放的。,定位到主持人提及德州大学的档案馆，他想借此引导德尼罗分享关于电影Raging Bull的故事，他说他去的时候根本不知道这是个什么场所。,,,,,,,,,,
17,https://www.youtube.com/watch?v=1KKZ-SaVZhA,35:31,教学 - 艺术,1,Is Sarah a woman with a lot of energy?,人物属性建模,Yes,,视频开头Sarah就炫了一段精彩绝伦的solo，而且谈起话来中气十足，看起来能量无穷。,,,,,,,,,,
,,,,2,What brand of bass drum does Sarah use in the video?,多模态/多语言推理,Yamaha,,有一些镜头拍到了底鼓鼓皮上的logo，能清楚地看到是雅马哈的鼓。,,,,,,,,,,
,,,,3,How many drums on the drum set Sarah uses have white drum heads?,多线索推理,Two,,俯拍镜头能看见一个白色鼓皮，正面镜头和Sarah的脚步特写的镜头能看见另外一个，一共两个鼓的鼓皮是白色的。,,,,,,,,,,
,,,,4,Does Spiker talk a lot or a little?,人物属性建模,A little,,sarah每次演示完一种节奏，spiker的夸奖都很简洁，甚至雷同，他不是很奔放的人，说话言简意赅。,,,,,,,,,,
,,,,5,What rhythm did Sarah play after demonstrating Rhythm #1a?,多跳推理,Rhythm #1b,,两个人只介绍了每一种节奏的拍子类型和相关知识，画面里倒是给每一种节奏起了编号，1a之后是1b。,,,,,,,,,,
,,,,6,"If you like to clap on the first and third beats, does that mean you don't understand music?",通用知识推理,No,东西方音乐有很大差异，虽然Sarah本人肯定是学贯东西，什么都会，而她本民族的音乐就不像现代流行音乐，也就是爵士、放克那些，张力是不一样的。所以你不能说拍在一三拍就是不懂音乐，不同种类的音乐需要你掌握不同的感觉，就像Sarah。,Sarah分享了脸书上的留言，有人认为打在一三拍上不叫音乐。但Sarah不这么认为，并解释了印度的节拍就不是这样的。,,,,,,,,,,
,,,,7,Is it the sound of the drums or the cymbals that is more like clapping?,"多模态/多语言推理,通用知识推理",cymbals,具体演示的时候，尤其后半段，快节奏且很像拍手声音的是镲发出来的。,定位到Sarah演示自创打法的片段，她说印度文化里歌舞比重很大，而且舞蹈中经常要拍手，灵感由此而来。,,,,,,,,,,
18,https://www.youtube.com/watch?v=YB-BuGG55RI,30:15,vlog - 亲子,1,Is Lauryn religious? ,人物属性建模,Yes.,,模型需要定位多个片段，片段中Lauryn给狗狗喂食的时候说了祷告词，并且在吃早饭的时候也开着电视播放宗教相关的东西，由此可知Lauryn信仰宗教。,,,,,,,,,,
,,,,2,Does Lauryn have more hair before she has a  baby? ,人物属性建模,Yes.,,模型需要定位Lauryn梳头的片段，Lauryn称自己正处在产后脱发的高峰期，可推断出在Lauryn生产前，她的发量更多,,,,,,,,,,
,,,,3,What kind of store is Tilly’s? ,通用知识推理,A clothing store.,根据Lauryn给我们展示在Tilly’s买的东西可以看出都是衣服，因此可知Tilly’s是一家服装店。,模型需要定位Lauryn给我们展示在Tilly’s买的东西的片段，根据Lauryn的展示可看到买的都是衣服，由此推测Tilly’s是一家服装店。,,,,,,,,,,
,,,,4,"If you want to buy clothes for both adults and babies in one store, should you go to Tilly’s or Old Navy? ",通用知识推理,Old Navy.,Lauryn在Tilly’s只买了自己的衣服，而在Old Navy不仅买了自己的还给宝宝买了很多衣服，由此可推测Old Navy中既有成人服装也有幼儿服装。,模型需要定位Lauryn展示自己买的衣服的片段，根据片段中两家店买的衣服可知Tilly’s只有成人服装，而Old Navy中既有成人服装也有幼儿服装，因此想要去一家店就买到大人和婴幼儿衣服应该去Old Navy。,,,,,,,,,,
,,,,5,What did Lauryn do after showing off her purchases? ,多跳推理,She made lunch.,,模型需要首先定位Lauryn展示自己买的衣服的片段，然后根据该片段之后的画面分析她做了什么，可以看到她做了午饭。,,,,,,,,,,
19,https://www.youtube.com/watch?v=v2poOF-jB5E,32:07,vlog - 居家,1,Is Olivia serious about cooking? ,人物属性建模,Not really.,,模型需要定位Olivia用慢炖锅做菜的片段，片段中Olivia虽然是按照教程做的，但是每步加入食材和调料的量都没有经过严谨的测量，由此可看出Olivia做菜不严谨。,,,,,,,,,,
,,,,2,What can help tidy up a drawer? ,通用知识推理,A drawer organizer.,Olivia在整理抽屉时使用了drawer organizer，让每个物品用小格隔开，因此可知drawer organizer可以让抽屉变整洁。,模型需要定位Olivia整理抽屉的片段，根据片段中Olivia使用的工具得出结论，drawer organizer可以让抽屉变整洁。,,,,,,,,,,
,,,,3,Is cooking spray easier to use than spreadable butter? ,通用知识推理,Not really.,Olivia做早餐时用的是烹饪喷雾，她说自己一般会用易涂抹黄油，但是易涂抹黄油用完了所以今天用烹饪喷雾，由此可知烹饪喷雾不是她的第一选项，故烹饪黄油不一定比易涂抹黄油容易使用。,模型需要定位Olivia做早餐的片段，感觉片段中的内容可以做出推测。,,,,,,,,,,
,,,,4,What's Olivia's favorite smell of freshly washed clothes? ,"人物属性建模,多模态/多语言推理",Ocean mist.,,模型需要根据听觉听到Olivia说这个味道很好闻，再根据视觉看到画面中Olivia拿着的味道是Ocean mist，由此可知Olivia喜欢闻这个味道。,,,,,,,,,,
,,,,5,What did Olivia do after she finished organizing her drawers? ,多跳推理,She made her bed.,,模型需要首先定位Olivia整理抽屉的片段，再根据这一片段之后的画面看出Olivia去整理床了。,,,,,,,,,,
20,https://www.youtube.com/watch?v=aklPuiu2uAo,24:09,纪录片-历史纪实,1,The smallest precision that the ancient Egyptians could obtain on their measuring tools was centimeters or millimeters?,通用知识推理,millimeters,视频中黛比介绍管状钻的片段，她发现这个发现于吉萨的物体表面有精确的测量距离的标识，基本上是相距几毫米的线，由此可知可以精确到毫米。,模型需定位到皮特里发现吉萨的精确测量仪器的片段，黛比向我们展示了这个仪器上有毫米间隔的标记，由此可知在古埃及人们的测量已经可以精确到毫米了。,,,,,,,,,,
,,,,2,Can cultural relics salvaged from the seabed be scanned using X-rays?,通用知识推理,Yes,视频中讲述在爱琴海下打捞上来了外表覆盖珊瑚的金属制成的遗迹，五十年后考古学家用x光进行了检查发现他是占星仪器也是计算机，由此可知是可以用x光扫描文物的。,模型需定位到介绍在爱琴海打捞文物的片段，它被送到雅典博物馆后的五十年，考古学家用x光进行了扫描，由此可知是可以用x光扫描的。,,,,,,,,,,
,,,,3,Is Giorgio a smiling person or a serious person?,"多线索推理,人物属性建模",a smiling person,,模型需定位到乔治奥发表看法的多个片段，从片段中他说话的语气和神态可以看出，他一直都是微笑着的并且也不严肃。,,,,,,,,,,
,,,,4,Is Petrie a man of imagination or one who lacks imagination?,人物属性建模,a man of imagination,,模型需定位到黛比介绍管状钻的片段，片段中是皮特里发现了吉萨的管状钻，但是由于没有在埃及发现钻石，因此他猜测自己找到了外星人制作的工具。,,,,,,,,,,
,,,,5,What color was the Ark of the Covenant?,多模态/多语言推理,Golden,,模型需定位到以色列人带着约柜度过约旦河的片段，从视频中展示的历史记录画作可以看到，整个约柜呈现金黄色。,,,,,,,,,,
21,https://www.youtube.com/watch?v=zXiTvuFqsl8,20:57,教学 - 技能,1,"If you have shot a lot of footage but don't know how to organize your editing ideas, what software can you use? ",通用知识推理,Milanote.,Reilín在视频中介绍了Milanote是如何帮助自己整理剪辑素材及思路的，由此可知Milanote可以帮助我们处理大量素材，找到素材之间的关联，然后整理思路。,模型需要定位Reilín在视频中介绍Milanote的片段，根据Reilín的介绍可推测Milanote可以帮助我们整理剪辑思路。,,,,,,,,,,
