视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
17,https://www.youtube.com/watch?v=8FpPSMIB4uA&t=112s,33:14,测评 - 电子产品,1,What's the color of the original iphone released in 2007?,多模态/多语言推理,Black and silver,,听觉上定位到博主介绍第一代苹果手机的片段，他提到了手机是双色的，但没说具体颜色，但视觉上可以看出来是银色和黑色拼接起来的,,,,,,,,,,
,,,,2,Did marques introduced iphone 3GS right after the original iphone?,多跳推理,No,,"定位到介绍初代苹果手机结尾，博主先介绍了iphone 3G,然后才是3GS。",,,,,,,,,,
,,,,3,How many iphones did Apple release before the iphone 4?,多线索推理,Three,,"仔细查看介绍iphone 4之前的片段，一共出现了初代iphone, 3G和3GS三款",,,,,,,,,,
,,,,4,Does Marques dislike colorful iphones?,人物属性建模,Yes,,定位到介绍iphone 5系列的片段，他对5C比较无感，只觉得新鲜，不太喜欢这种五颜六色的,,,,,,,,,,
,,,,5,Was the free bumper case designed for aesthetics of the iphone 4?,通用知识推理,No,,定位到介绍iphone 4的片段，这款手机的天线设计存在缺陷，手机又比较小，握住手机的时候容易出现减弱信号的问题。苹果公司随后只好再设计一个专用的手机壳缓解这个问题。,,,,,,,,,,
,,,,6,Does each generation of iphones have larger storage than the previous one?,"多模态/多语言推理,通用知识推理",No,从图表可以看出，虽然整体上苹果手机内存是逐渐扩大的，但不是每一年都比上一年大，因此不是逐渐上升。,定位到视频结尾总结苹果手机内存发展史的片段，博主只提到了稳步提升，具体数值需要从图表里得知。,,,,,,,,,,
,,,,7,Which iphone has the lowest starting price so far?,多模态/多语言推理,iphone SE,,定位到博主介绍iphone SE，以及结尾总结的部分。他只说了SE便宜，没说最便宜，图表能看出来2016年的SE是最便宜的,,,,,,,,,,
,,,,8,"In terms of appearance, does Marques prefer iphone 3G or iphone 4?",人物属性建模,iphone 4,,定位到博主介绍iphone 4的片段，他赞美iphone4是有史以来苹果最好的设计，并且影响了之后的iphone，所以他喜欢iphone 4的外观,,,,,,,,,,
18,https://www.youtube.com/watch?v=MM0Ibc9DDEY,22:49,教学 - 手工,1,Does the vlogger love Japanese cartoons?,人物属性建模,Yes.,哈尔的移动城堡是日本宫崎骏的一部动漫作品。,博主因为喜欢哈尔的移动城堡，制作了该主题的毛毯。,,,,,,,,,,
,,,,2,Does the vlogger like challenges or easy tasks?,人物属性建模,She likes challenges.,,博主制作的项目十分困难，但她越挫越勇，可以看出她热爱挑战的精神。,,,,,,,,,,
,,,,3,How can we provide electicity to a tufting gun?,"多模态/多语言推理,通用知识推理",Plug its cord into a power source.,簇绒枪是电力驱动的，有电池和接电源两种。,根据视频可知，博主使用簇绒枪时都接了一条电线，可以得知是电源供电的。,,,,,,,,,,
,,,,4,"When you're tufting a rug, you are working on its front or back side?","多模态/多语言推理,通用知识推理",Back side.,使用簇绒枪完成编织后需要用布和胶水将毛线固定，所以最终成品的正面展示其实是加工面的反面，加工面为背面。,跟进视频可知，编织完成后需要反转，所以，编织时其实是在背面加工。,,,,,,,,,,
,,,,5,How many projectors did the vlogger use?,多线索推理,One.,,博主起初担心自己的投影仪太小不能投影全部图像，后面分了两次投影到画布上，可以推测出只用了一个投影仪。,,,,,,,,,,
19,https://www.youtube.com/watch?v=yY4olHwBECs,33:12,vlog - 烹饪,1,Does King like fitness?,人物属性建模,Yes.,,视频定位到作者和第二个人谈话时，他说到白天除了生意其他事情不会让他出门去人群多的地方，但是从视频里看出健身可以让他出门，由此推测出他喜欢健身。,,,,,,,,,,
,,,,2,Which country's lamb chops have a strange taste？,"多模态/多语言推理,通用知识推理",France.,视频里lexi指着一种羊排说到她不喜欢那个羊排，吃起来有一个奇怪的味道，画面转到羊排上面标写着法国羊排，作者也问到法国羊排吗，lexi说建议大家不要买这个羊排，由此推断出法国羊排有奇怪的味道。,视频里Lexi说她不喜欢那个羊排，因为吃起来有一个奇怪的味道，画面转到羊排上面标写着法国羊排，作者也指着问是法国羊排吗，并且Lexi建议大家不要买这个羊排，由此推断出是法国的羊排有奇怪的味道。,,,,,,,,,,
,,,,3,Are King and Lexi acquainted?,"多线索推理,人物属性建模",No.,,视频里他们在买菜的时候突然提到了对方，彼此问到对方的出生地，由此推断出二人间并不很熟。,,,,,,,,,,
,,,,4,Is the oil necessary or redundant when frying the lamb chops?,通用知识推理,Redundant.,视频定位到lexi煎羊排的那一段，Lexi把腌制好的羊排切成两块后直接放进了煎锅里，由此推断出煎羊排不用放食用油。,视频里Lexi把剪好的羊排直接放进了煎锅里，推断出不用加油。,,,,,,,,,,
,,,,5,Which food was given top marks？,"多线索推理,多模态/多语言推理",Lamb chop.,,视频定位到他们做完饭后吃饭的那一段，KIng68给羊排打了九分，并且邀请她参加户外野餐，由此推断出羊排最高分。,,,,,,,,,,
20,https://youtu.be/HLDPA3FTUJ4?si=H2NI1xu7OIO3SI6O,29:37,vlog - 出行,1,Is Julia a dog person?,人物属性建模,Yes.,,Julia在视频片段中跟狗狗一起玩，并且激动地表示狗狗很可爱。,,,,,,,,,,
,,,,2,Is Julia an introvert or an extrovert?,人物属性建模,An introvert.,,Julia说自己总是一个人待在屋里，没有什么社交经验，这几天跟人说的话比前几年说的都多；她在见陌生人之前说自己感到很害怕；并且表示在地铁上人很多，很社恐。,,,,,,,,,,
,,,,3,Can people eat at Yi Ji Shi Mo?,通用知识推理,No.,视频中可以看到店里没有座椅，只有一个柜台和厨房，人们都在店里站着；Julia和朋友们买了在街上站着吃。,模型需要找到餐厅的片段并根据店里的样子，和Julia在街上站着吃饭的片段推理出答案。,,,,,,,,,,
,,,,4,Is Ichiran suitable for solo dining or for large parties?,通用知识推理,Solo dining.,视频中的餐厅每个人都是一个单独的隔间，所以更适合单独吃饭。,模型需要找到餐厅的画面并根据每个人的隔间来推理出答案。,,,,,,,,,,
,,,,5,Where did Julia go after La Cabra with her friends?,多跳推理,BonBon.,,模型需要先定位到La Cabra再根据视频片段得出答案。,,,,,,,,,,
21,https://youtu.be/5x_NRqnMVJU?si=tD9VCXwfr55rl0JN,28:02,测评 - 食品,1,Is Danny an extrovert or an introvert?,人物属性建模,An extrovert.,,Danny在街上多次随机邀请陌生人一起品尝食物；Danny大部分食物都是在繁华的街上品尝且测评，可以看到街上有很多人。,,,,,,,,,,
,,,,2,Is Danny a budget-conscious person?,人物属性建模,Yes.,,Danny多次提到食物很好吃但他认为价格昂贵，所以降低评分；Danny见到便宜的食物非常惊喜。,,,,,,,,,,
,,,,3,Do people in New York prefer high-calorie or low-calorie food?,通用知识推理,High-calorie food.,视频中选取的是纽约热门餐厅，可以根据食物推理出都是高热量的。,视频中选取的是tiktok上纽约最热门的一些餐厅，每一家都是高热量的食物如：汉堡披萨油炸点心。,,,,,,,,,,
,,,,4,Is PETER LUGER's spacious?,通用知识推理,No.,模型需要根据视频中几个人用餐的画面推理出答案。,Danny和朋友在餐厅吃饭时可以看到餐厅的空间狭窄，每张桌子离得非常近。,,,,,,,,,,
,,,,5,Where did Danny go before he went to AU CHEVAL?,多线索推理,DATZ DELI.,,模型需要先定位到AU CHEVAL餐厅，再根据前一个片段得出答案。,,,,,,,,,,
22,https://www.youtube.com/watch?v=yumC0NaL-X0,20:47,纪录片 - 自然,1,In which country is the Scottish wildcat widely distributed?,通用知识推理,UK.,"视频前段Nick Viney介绍苏格兰野猫时说这种动物实际上是遍布英国的木猫,因此苏格兰野猫在英国分布广泛。",视频前段Nick Viney介绍苏格兰野猫时说这种动物实际上是遍布英国的木猫。,,,,,,,,,,
,,,,2,Why does Keep it Wild lay a lot of grass when creating natural landscapes?,通用知识推理,Be consistent with the water balloon's habit of digging tunnels.,Nick Viney说他们要铺很长的草以便水球挖隧道，后面也说了水球的习性就是在隧道内生活。,模型需定位到Nick Viney说他们要铺很长的草以便水球挖隧道，再定位到后面水球的习性就是在隧道内生活。,,,,,,,,,,
,,,,3,Does Nick Viney think the black Grasse project is tricky?,人物属性建模,Yes.,,模型需定位到Nick Viney说新项目的鸟类很难饲养，对他们来说是一个需要克服的困难。,,,,,,,,,,
,,,,4,Does Nick Viney have a positive attitude towards their project?,人物属性建模,Yes.,,模型需定位到视频全程可以看出Nick Viney对待项目的态度很认真，对未来充满憧憬。,,,,,,,,,,
,,,,5,"Who is more likely to reproduce, the white stork or the black stork?",通用知识推理,The white stork.,视频中拍摄者问Nick Viney有几种类型的鹳，Nick Viney说有两种，分别是白鹳和黑鹳，但是黑鹳比较难与同类相处，所以繁衍有一定困难，但是白鹳更容易建立起自己的团体，因此也更容易繁衍后代。,模型需定位到视频中拍摄者问Nick Viney有几种类型的鹳，Nick Viney说有两种，分别是白鹳和黑鹳，但是黑鹳比较难与同类相处，所以繁衍有一定困难，但是白鹳更容易建立起自己的团体，因此也更容易繁衍后代。,,,,,,,,,,
23,https://www.youtube.com/watch?v=PIxe19xS_18&t=726s,23:18,纪录片-历史纪实,1,Were iron tools widely used in Egypt during Tutankhamun's lifetime?,通用知识推理,No,chris博士指出在图灵时期他们没有冶铁的技术，而随葬的匕首也来自陨铁，是陨石坠落后的产物，并且人们将仅有的铁质匕首视为至高无上的象征才随法老下葬，由此可以推断当时并没有铁质工具,模型需定位到chris博士指出法老下葬的匕首是陨铁，他还指出当时的古埃及并没有冶铁的技术，因此铁质工具没有被广泛应用。,,,,,,,,,,
,,,,2,Did people before the 1920s see the entire Sphinx?,通用知识推理,No,视频中讲到曾有一幅画，拿破仑站在被掩埋了大半身体的狮身人面像前，当时狮身人面像肩膀一下被沙漠掩埋。后面有提到20世纪20年代有工程师将狮身人面像全部挖出，由此可以推测，在此之前，狮身人面像只有肩膀以上暴露在地表。,模型需定位到讲述狮身人面像与拿破仑的渊源的片段，视频讲述了拿破仑看到的狮身人面像以及后来有工程师将其全部挖出，由此可以推测出在工程师挖掘之前的狮身人面像并不完整，只有肩膀以上可以被看到。,,,,,,,,,,
,,,,3,Is Dr. Robert a bold innovator or a conservative person?,人物属性建模,a bold innovator.,,模型需定位给到robert博士分析狮身人面像上的痕迹的片段，他表示狮身人面像的损坏并不是因为风华而是因为雨水冲刷，但是在沙漠数千年来都没有大量的雨水，因此他推测雕像最初可以追溯到更远的时期，甚至早于撒哈拉沙漠。这里可以看出他是一位大胆假设的学者。,,,,,,,,,,
,,,,4,Is Ramy more cheerful or serious than other scholars?,"多线索推理,人物属性建模",More cheerful.,,模型需定位到ramy博士讲话的多个片段，他的手部动作更加丰富，并且时常面带微笑，声音及语气更生动，因此可以判断他的情绪更高昂。,,,,,,,,,,
,,,,5,What color is the memorial stone?,多模态/多语言推理,Yellow.,,模型需定位到讲述纪念石上记录了法老如何修复被闪电击中的是狮身人面像的片段，通过观察给出的图片可知，整体是黄色的。,,,,,,,,,,
24,https://www.youtube.com/watch?v=2DMp9cpFMdI&t=14s,20:06,测评 - 工具/机械,1,How many knives did Tiff showed before the Nigara SG2?,"多线索推理,多跳推理",Two.,,定位到Tiff介绍刀具的片段，在介绍Nigara之前是一把Yuki和一把面包刀,,,,,,,,,,
,,,,2,What is the color of Tiff's paring knife?,多模态/多语言推理,Blue.,,定位到Tiff介绍削皮刀的片段，她只介绍了功能，没提颜色，可以看到这把刀很小，通体都是蓝色的。,,,,,,,,,,
,,,,3,Are bread knives usually serrated?,通用知识推理,Yes.,每位厨师针对不同食材准备了不同的刀，提到面包刀的时候可以看出都有锯齿，应该是根据面食的特性设计出来的。,视频里的每一位厨师都介绍了面包刀，可以清楚看到都带有锯齿，可以推测面包刀都是如此,,,,,,,,,,
