视频序号,视频_url,视频长度（min）,视频类型,问题序号,"问题
","问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,4,Is a blogger an energetic persono or a lethargic person?,"多线索推理,人物属性建模",He is an energetic person.,,视频内容：在视频的开头Blogger对着镜头比了两个摇滚的手势作为开场/Blogger在科技展上一共体验了16种产品甚至更多。——>推理：Blogger是一个有活力的人。,,,,,,,,,,
,,,,5,"What was introduced after the ""Xiaomi 15 Ultra Camera"" ?",多跳推理,Cellid AR Glasses.,,模型需要定位到与Xiaomi 15 Ultra Camera相关的片段，然后结合前后内容进行分析。,,,,,,,,,,
81,https://www.youtube.com/watch?v=V1gQ721JezM,21:56,vlog - 亲子,1,Are the horses used for beach riding specially trained?,"多线索推理,通用知识推理","Yes, they are.",马匹经过特殊训练，可以适应海滩环境，包括沙地行走、应对水流、面对快艇噪音等。,视频内容：Harlow和妈妈提到在沙滩和海中骑马的感受，提到那些马在沙滩上不会乱跑，不害怕海中快艇驶过以及大波浪，但她们家里饲养的吗Popcorn就做不到。——>推理：沙滩骑行项目的马是经过特殊训练的，能做到寻常训练的马做不到的事情。,,,,,,,,,,
,,,,2,What unit do the British use to measure a horse's height?,通用知识推理,Hands.,"在马匹测量中，""hands""（手）是一个传统的长度单位，用来表示马的身高。1 hand（手） = 4 英寸（约 10.16 厘米）",视频内容：Harlow估计Remeo的身高为“14 hands”。——>推理：英国人使用“hands”作为测量马匹高度的单位。,,,,,,,,,,
,,,,3,Is Harlow an expert at horse riding?,"多线索推理,人物属性建模,多模态/多语言推理","Yes, she is.",,视频内容：Harlow可以一个人站在马背上/Harlow可以不适用马鞍骑马/Harlow对马的生活习性很了解。——>推理：Harlow是一个骑马高手。,,,,,,,,,,
,,,,4,Does Harlow's mother have good relationship with her children ?,"多线索推理,人物属性建模","Yes, she does.",,视频内容：Harlow的妈妈陪Harlow在迪拜骑马，为她拍摄骑马的精彩画面，关照孩子的情绪和感受。——>推理：Harlow的妈妈和自己的孩子关系好。,,,,,,,,,,
,,,,5,What did Harlow's family do after riding ?,多跳推理,They went to get some food.,,模型需要定位到与骑马结束相关的片段，然后结合前后内容进行分析。,,,,,,,,,,
82,https://www.youtube.com/watch?v=LJUm09Qa72A,33:35,vlog - 运动,1,How many players are there in the Battle Royale in 2024?,多线索推理,There are a total of four contestants.,,根据比赛前一共出场了4位选手，可知2024年皇家大战摔跤比赛一共有4位选手。,,,,,,,,,,
,,,,2,Is the behavior of players forming alliances allowed in the Battle Royale games in 2024?,通用知识推理,Yes.,2024年皇家大战比赛中选手们可以结盟对抗其他选手。,选手进场的时候，解说员说2024年皇家大战是一场个人战，而在比赛开始后奈特、斯泰尔斯、兰迪奥德三人共同对抗雷恩斯，可推断2024年皇家大战比赛选手结盟是被允许的。,,,,,,,,,,
,,,,3,Is Randy Orton someone who dares to challenge himself?,人物属性建模,Randy Orton is someone who dares to challenge himself.,,兰迪奥特已经是WWE单打冠军，还要来挑战皇家大战的记录保持者，说明他是个敢于挑战的人。,,,,,,,,,,
,,,,4,Is the area of the 2024 Battle Royale competition limited to the ring?,通用知识推理,No.,2024皇家大战比赛区域不仅限于擂台，选手们也可以在台下进行比拼。,比赛开始四位选手在四周用绳子围成的擂台上比拼，后面选手跳下擂台到台下也没有被裁判制止，说明在台下比赛也是被允许的，可推断2024皇家大战比赛区域不仅限于擂台，选手们也可以在台下进行比拼。,,,,,,,,,,
,,,,5,What was Randy Ord used to do before a wrestling match?,人物属性建模,He exercises and controls his diet.,,兰迪奥德在WWE赛事前的18个月里进行了锻炼，喝蛋白质奶昔可得知他在习惯在比赛前控制饮食，进行运动。,,,,,,,,,,
83,https://www.youtube.com/watch?v=q4MoERITlzU,27:26,测评 - 美妆产品,1,Is Marc Gebauer a perfume enthusiast?,人物属性建模,"Yes,he is.",,根据视频内容Marc从19岁时候开始收集香水。,,,,,,,,,,
,,,,2,Does Michael like the smell of oud?,人物属性建模,"No,he doesn't.",,根据Marc介绍乌木沉香的片段Michael的表现推断。,,,,,,,,,,
,,,,3,Will adding oud to perfume make it stronger or fresher?,通用知识推理,Stronger.,乌木沉香在香水味道上的作用。,根据Marc介绍乌木沉香的片段推断。,,,,,,,,,,
,,,,4,What is the correct way to smell perfume?,通用知识推理,Place a drop of perfume on the scent test card.,闻香的方法。,根据视频内容推断。,,,,,,,,,,
,,,,5,Which perfume is described as the Rolls Royce of perfumes?,多线索推理,Clive Christian No1.,,根据视频内容推断。,,,,,,,,,,
84,https://www.youtube.com/watch?v=-f3TS7pwc3A,20:31,教学 - 手工,1,What does Roland think is the most difficult part of a watchmaker's job? ,人物属性建模,Making two watches that are exactly the same.,,根据Roland对于自己工作中的感受的描述推断,,,,,,,,,,
,,,,2,What is Cameron's attitude towards his job as a watchmaker?,人物属性建模,Passionate and obsessive.,,根据Cameron的自述推断,,,,,,,,,,
,,,,3,What part of a watch does Weiss not make?,通用知识推理,Coil spring.,Weiss公司的手表发条是从别处购买->Weiss公司不生产的部件,根据视频内容推断,,,,,,,,,,
,,,,4,"Which is better for making angular logos on watches, a milling machine or a laser?",通用知识推理,Laser.,激光雕刻在精度上的优点,根据Cameron对自己公司使用激光的原因来推断,,,,,,,,,,
,,,,5,What do RGM company and Weiss company have in common?,多线索推理,Both companies want to yse technology to help the craft of watchmaking.,,根据视频内容推断,,,,,,,,,,
85,https://www.youtube.com/watch?v=e3Ss5OMp1PI,20:37,探索 - 体验新事物,1,"Who is more afraid of bugs, Lexi or Ashton?","多线索推理,人物属性建模",Lexi,,从lexi遇到虫子一动不敢动儿Ashton敢用手抓虫子可以看出,,,,,,,,,,
,,,,2,Is Lexi an introvert or an extrovert?,人物属性建模,Extrovert,,从Lexi和每个遇到的导游陌生人都可以愉快的聊天并且开玩笑可以看出她是一个外向的人,,,,,,,,,,
,,,,3,How many guest houses did Lexi and Ashton explore in total?,多线索推理,Three,,模型需要分析并总结视频中出现的宾馆数量来得到答案,,,,,,,,,,
,,,,4,Does Skylodge Adventure Suites in Peru provide bathing services?,通用知识推理,No,秘鲁天空小屋的住宿环境,根据秘鲁的天空小屋不提供浴室可以推出客人无法在房间里洗浴,,,,,,,,,,
,,,,5,Does the True Cold War Relic Atlas F missile silo/bunker allow guests to use drones to shoot inside the hotel?,"多模态/多语言推理,通用知识推理",Yes,True Cold War Relic Atlas F missile silo/bunker酒店的规定,根据Lexi尝试使用无人机拍摄导弹井内部可以推出这个酒店是允许使用无人机拍摄的,,,,,,,,,,
86,https://www.youtube.com/watch?v=GxBH93e-FwM,21:16,测评 - 服装,1,Which president did Marilyn Monroe sing the Happy Birthday song for?,通用知识推理,President John F. Kennedy,玛丽莲梦露为约翰肯尼迪总统唱过生日快乐歌,女博主介绍金卡戴珊穿的裙子时，说这是玛丽莲梦露在玛丽莲梦露战争中穿的裙子，当时她在给约翰肯尼迪总统唱生日快乐歌，可推断出,,,,,,,,,,
,,,,2,What is the theme of Met Gala 2022?,"多线索推理,通用知识推理",The Gilded age, Met Gala 2022的主题是镀金时代,女博主评价第二个裙子时说它不像 Met Gala的礼服，男博主说这里是“镀金时代”，意思是这是镀金时代，此裙子不符合主题，且后面博主评价礼服时也提过几次礼服是否符合镀金时代，可推断出,,,,,,,,,,
,,,,3,Does the female blogger like the bowl cut?,人物属性建模,No,,女博主说希望我们能摆脱碗状裁剪，可见她不喜欢碗状裁剪,,,,,,,,,,
,,,,4,Is the female blogger a fan of Rosalia?,人物属性建模,Yes,,女博主说自己很爱Rosalia可推断出,,,,,,,,,,
,,,,5,"Before evaluating Kim Kardashian's clothes, how many dresses did the bloggers comment on?","多线索推理,多跳推理",Five,,定位到评价金卡戴珊衣服的片段，结合之前的片段可得出答案,,,,,,,,,,
87,https://www.youtube.com/watch?v=XImT3yaZjIc,27:18,vlog - 居家,1,What kind of software is Spotify?,通用知识推理,Music,Spotify是一款音乐软件,谈到一个乐队时博主说就像他们真的作为乐队入驻Spotify一样，可以推断出Spotify是一款音乐软件,,,,,,,,,,
,,,,2,Is the blogger prone to sensitive skin?,人物属性建模,Yes,,博主说我和你们一样，紧接着说产品是敏感肌可用的，又提到自己的脸是问题区域，可推断出,,,,,,,,,,
,,,,3,What is the blogger's hobby?,"多线索推理,人物属性建模",Reading,,博主说DYMOCKS是附近最好的书店，所以她喜欢去看看，如果有新书的话她也会买下来，博主还加入了读书俱乐部。,,,,,,,,,,
,,,,4,What changes will occur in a woman's body temperature before menstruation?,通用知识推理,The body temperature will drop.,女性来月经前体温会变低,博主说自己的体温变低了，这是经期到来的前兆，可推断出,,,,,,,,,,
,,,,5,What did the blogger do after doing yoga?,多跳推理,Makeup,,定位到周五，博主做完瑜伽后化了妆,,,,,,,,,,
88,https://www.youtube.com/watch?v=SrGENEXocJU,20:43,教学 - 科技,1,Is Palmer a person who dares to think and act?,人物属性建模,Yes,,Palmer在19岁时辍学发明了Oculus VR眼睛，后面又开发当前的anguril等设备公司，可以见他非常的具有创新意识，非常敢想敢做。,,,,,,,,,,
,,,,2,How many shells are there on Mark's turret and what color are they?,多线索推理,"There are six shells, and they are all orange.",,模型首先要定位到Mark炮塔的位置通过画面识别Mark的炮弹都是橙色的，一共数量为6个。,,,,,,,,,,
,,,,3,From which direction does Anvil usually attack the enemy drones?,"多线索推理,通用知识推理",Launch an attack from the bottom up.,基于Plamer的描述Anvil一般在敌对飞机下方30米处待命，命令发布后再攻击由此可推断是自下而上攻击。,基于Palmer对自家产品的表述Anvil无人机一般在执行任务时通常会位于无人机下方30米位置，等待命令发放后进行攻击，基于前期的位置推断得到无人机是自下而上进行攻击的。,,,,,,,,,,
,,,,4,What is the relationship between Mark and Will?,人物属性建模,They are friends.,,在比赛开始之前，Mark介绍参赛嘉宾时讲述了此次参赛嘉宾都是来自自己工程学封面的朋友，而WILL就是其中一位，由此可推出。,,,,,,,,,,
,,,,5,What is the main principle of Anduril's Anvil system in dealing with drone threats?,通用知识推理,Physical impact.,基于Palmer对于自家Anvil系统设计原理的描述，主要通过传统方法物理撞击进行。,基于Palmer对于自家Anvil系统设计原理的选取，可知所有无人机拦截方法中物理撞击拦截是传统方法但最万无一失的有效，基于此我们可知Anvil的核心防御原理是物理撞击。,,,,,,,,,,
89,https://www.youtube.com/watch?v=Ye-VZFF0qLE,26:56,测评 - 其他,1,What kind of clothes does Ryan like to wear in his daily life?,"多线索推理,人物属性建模",Denim shorts.,,在旅行过程中Ryan是一直穿着牛仔短裤的，但被通知乘坐SUITE必须穿着正装他不理解为什么布恩那个穿着牛仔短裤，在乘坐SUITE时也说他喜欢牛仔短裤一定要下次穿着牛仔短裤，念念不忘，由此可推断。,,,,,,,,,,
,,,,2,Is Eleanora a very considerate person or a careless one?,人物属性建模,Eleanora is a considerate person.,,Ryan在深夜想要吃牛奶和饼干，Eleanora在得知需求后，不知道Ryan想要什么种类的饼干，就给提供了各个种类的饼干，尽可能满足用户需求由此可知她是个非常贴心的人。,,,,,,,,,,
,,,,3,Which cities did Ryan visit to check in at the scenic spots during his journey on a series of European trains?,多线索推理,"Rome, Venice and Paris.",,基于视频记录Ryan从罗马开始出发，到达米兰、威尼斯、巴黎。但是其中米兰只是进行了火车中转一i那次一共是有3个城市被打卡。,,,,,,,,,,
,,,,4,Is it mandatory to wear formal attire when traveling in the SUITE class seats on the Orient-Express?,"多线索推理,通用知识推理",No.,视频中Ryan在乘坐the Orient-Express(东方快车)之前收到邮件通知必须要穿着正装乘坐火车，不可以穿着牛仔的和短的衣服。但是在乘坐火车检票时Ryan发现与他乘坐同等级座位的人仍然穿着牛仔短裤。,视频中Ryan在乘坐the Orient-Express(东方快车)之前收到邮件通知必须要穿着正装乘坐火车，不可以穿着牛仔的和短的衣服。但是在乘坐火车检票时Ryan发现与他乘坐同等级座位的人仍然穿着牛仔短裤，Ryan最终发现是自己规则理解问题由此可推断没有那么强制。,,,,,,,,,,
,,,,5,Is Joyride a candy brand with reliable product quality?,通用知识推理,Yes.,基于Ryan的描述通过长达3个月的考察期，通过大型百货商店对产品的严格把关，Joyride全面进军塔吉特百货商店，在这些商店时都能够购买到的，由此可以得出结论Joyride产品质量可靠。,Ryan在介绍这个Joyride品牌糖果时，他有说明在最近的3个月他证明了自家品牌糖果，目前几乎进军了所有的塔吉特百货商店，能够在这种大型百货公司上架，由此可以得出结论Joyride产品质量可靠。,,,,,,,,,,
90,https://www.youtube.com/watch?v=YnQJes9lZes,21:02,探索 - 参观,1,What kind of musical instrument can Jim play?,人物属性建模,Guitar.,,根据作者在喝咖啡的酒馆的片段推断。,,,,,,,,,,
,,,,2,What is the living environment like in Slab City?,通用知识推理,The environment is really bad.,Slab City的垃圾到处都是且无人清理,根据视频内容判断。,,,,,,,,,,
,,,,3,Are the public facilities in Slab City complete or lacking?,"多线索推理,通用知识推理",Lacking.,Slab City没有路灯，没有厕所没有任何公共设施->公共设施缺乏。,根据视频内容判断。,,,,,,,,,,
,,,,4,Is Beryl's attitude towards outsiders welcoming or resistant?,人物属性建模,Welcoming.,,根据视频中作者与Beryl一同参观的片段推断。,,,,,,,,,,
,,,,5,Does Ken know some medical knowledge?,人物属性建模,"Yes,he does.",,根据介绍Ken是Slab City中处理过量吸毒这方面的专家。,,,,,,,,,,
91,https://www.youtube.com/watch?v=dqnZkvKIo0g,28:25,纪录片 - 自然,1,What is the process that coffee beans need to go through before being transported from their place of origin? ,通用知识推理,Air - drying treatment.,咖啡豆在销售前要进行风干,视频中咖啡豆收获之后要进行风干晾晒等加工之后才能出售。,,,,,,,,,,
,,,,2,"Is China within the ""Coffee belt""?",通用知识推理, Yes.,在介绍咖啡带（Coffee belt)可以看到世界地图上高亮的部分包含了中国,根据介绍适合种植咖啡豆的地域时的画面推断。,,,,,,,,,,
,,,,3,Is Andreas Felsen a man who cares about the peasants at the bottom?,人物属性建模,"Yes,he is.",,视频中Andreas Felsen特地长途跋涉来到咖啡豆产地来商讨为农民争取更多的利益。,,,,,,,,,,
,,,,4,What is Ruth Jeckel's occupation?,人物属性建模,Barista.,,根据视频中Ruth Jecke出现的片段判断。,,,,,,,,,,
,,,,5,Where did Sophie Von Loeben visit after visiting the chairman's home in Uganda?,多跳推理,A new coffee bean factory.,,根据视频中Sophie Von Loeben前往乌干达的片段推断。,,,,,,,,,,
92,https://www.youtube.com/watch?v=qyMLKiQBzYo,28:26,纪录片-历史纪实,1,Is Vito Shukrula pessimistic or optimistic about the outcome of the cocaine war? ,人物属性建模,Pessimistic.,,根据视频中Vito认为这场战争像是无法胜利推断出他对这场战争的结果持悲观态度。,,,,,,,,,,
,,,,2,Is Peter de Vries a brave person?,人物属性建模,"Yes,he is.",, 根据视频中Peter无惧贩毒集团勇敢站出来反对看出。,,,,,,,,,,
,,,,3,Does the Netherlands have a royal family?,"多线索推理,通用知识推理",Yes.,荷兰是君主立宪制国家,根据视频中荷兰的犯罪团伙试图威胁王室公主和荷兰总理可以推断出荷兰的国家情况。,,,,,,,,,,
,,,,4,Where do most of the drugs in Germany come from?,通用知识推理,South America.,德国国内的毒品主要由南美洲一些国家通过港口运往德国国内,根据视频中政府人员飞往南美洲与当地政府的合作沟通得知。,,,,,,,,,,
,,,,5,Does the German government have the means to defeat the drug cartels?,多线索推理,No.,,根据视频内容，德国政府目前没有办法完全战胜毒品帮派,,,,,,,,,,
93,https://www.youtube.com/watch?v=1bzcOr0VZUI,21:34,教学 - 运动,1,Does a racing kart have a differential or not ?,通用知识推理,The Racing kart hasn't differential.,卡丁车的后轴是“实心轴”结构，这意味着左右后轮是刚性连接的，它们的转速始终相同，无法像普通汽车那样靠差速器调整内外轮的速度差。,视频内容：Alan提到卡丁车的后轮是由实心轴连接的，即两个后轮永远保持同样的速度运行。——>推理：赛车卡丁车没有差速器。,,,,,,,,,,
,,,,2,Why don't go-kart drivers turn the steering wheel significantly?,通用知识推理,To maintain the stability of the go-kart.,卡丁车转向的灵敏度随转动角度增加而增加。小幅度转向时车辆反应较温和，而大幅度转向时车辆会变得更灵敏甚至不稳定。,"视频内容：Alan提到专业的卡丁车手很少会转动方向盘，因为""the more you move the steering wheel the more twitchy it becomes""。——>推理：卡丁车手不大幅度转动方向盘是为了保持车辆的稳定。",,,,,,,,,,
,,,,3,Is Alan Bertinoli an experienced go-kart driver?,"多线索推理,人物属性建模","Yes, he is.",,视频内容：Alan提到自己从事卡丁车相关比赛13年，参加过大小赛事/Alan对卡丁车手的观察细致入微/Alan对卡丁车的介绍很详细。——>推理：Alan是一个经验丰富的卡丁车手。,,,,,,,,,,
,,,,4,What did the host introduce before showing the go-karting equipment provided for visitors?,多跳推理,Leagues and Local Arrive and Drive Events.,,模型需要定位到与“介绍装备“相关的片段，然后结合前后内容进行分析。,,,,,,,,,,
,,,,5,Is the blogger good at asking questions?,"多线索推理,人物属性建模","Yes ,he is.",,视频内容：Blogger在谈话过程中总能根据卡丁车的关键信息进行提问，方便观众从中获取到所需要的信息。——>推理：Blogger是一个擅长提问的人。,,,,,,,,,,
94,https://www.youtube.com/watch?v=u-Rgt2Nk1S0,25:48,探索 - 旅行探险,1,Which city is Rutoka from?,"多线索推理,人物属性建模",Victoria Falls City.,,Maya来自加纳，通过Instagram上名为Rutoka的人了解到维多利亚瀑布城，之后决定前往，Rutoka为他做向导，对该城市的人口/历史/基础设施/文化都非常了解。,,,,,,,,,,
,,,,2,What are the advantages of Fastjet Airlines in terms of flight routes?,通用知识推理,It has a wide coverage of flight routes. ,"It covers not only different cities within the country but also international flight routes, which can meet the domestic and international travel needs of different passengers. ",Maya前往维多利亚瀑布城选择fastjet航空公司，无论是国内的不同城市之间，如哈拉雷到布拉瓦约、哈拉雷到维多利亚瀑布城，还是国际航线如哈拉雷与约翰内斯堡之间的往返，都有涉及，能满足不同乘客在国内和国际出行的需求，航线网络较为丰富。,,,,,,,,,,
,,,,3,Is there a strict access restriction on the bridge connecting Zimbabwe and Zambia?,通用知识推理,Yes.,Maya was informed that a passport is required for traveling back and forth on this bridge. ,Maya提到当时在赞比亚那边操控无人机飞在维多利亚瀑布上方，看到了这座分隔两国的桥，当他想从赞比亚去津巴布韦取落在那边的无人机时，被告知去赞比亚需要护照，去津巴布韦也需要护照。,,,,,,,,,,
,,,,4,Does Victoria Falls City have diverse cultures?,通用知识推理,Yes.,Victoria Falls City is inhabited by multiple ethnic groups. ,维多利亚瀑布城居住着多种族，如汤加人、纳姆比亚人、莱亚人、尼亚涅杰人、德瓦拉人、绍纳人等。,,,,,,,,,,
,,,,5,What is Maya's attitude towards the traces left by the colonial history in Africa?,"多线索推理,人物属性建模",He holds a critical attitude.,,Maya对以殖民者命名事物，如维多利亚瀑布、赞比亚的Livingstone城等感到不满，认为非洲人应改变这种状况，讲述自己的故事。,,,,,,,,,,
,,,,6,"When communicating with the locals in Victoria Falls City, do the locals think it is a city with high pressure or a relatively relaxed city? ",多跳推理,It's a relatively relaxed city.,,Maya在与当地人交流时，当地人介绍维多利亚瀑布城是个小城市，约有 4 万人，人们彼此熟悉，关系紧密，是个适合放松和思考生活的好地方。,,,,,,,,,,
95,https://www.youtube.com/watch?v=XGhiJvw_AeI,31:03,探索 - 旅行探险,1,Which region of Denmark was the Great Belt Bridge built to connect the island of Funen in Denmark with? ,通用知识推理,Zealand.,the great bridge的建立联通了西兰岛和菲英岛。,"模型先定位到trek trendy描述the great bridge的片段，根据他所描述得知这个桥的建立联通了西兰岛和菲应岛。


",,,,,,,,,,
,,,,2,"Which is an authentic delicacy of Switzerland, cheese fondue or wine? ",通用知识推理,Cheese fondue.,瑞士的正宗美食之一有奶酪火锅。,模型先定位到Trek Trendy和他爸爸在瑞士的车站吃瑞士菜的片段，根据作者描述，瑞士的正宗美食之一有奶酪火锅。,,,,,,,,,,
,,,,3,Does Trek Trendy like Thai chicken curry?,人物属性建模,yes,,模型先定位到他跟爸爸在去往stockholm火车上吃饭的片段，作者点了份泰式咖喱鸡，一开始看它的外观作者并不是很喜欢它，但吃到嘴里后，作者说不要被外表所欺骗，说明他很喜欢这份咖喱鸡。,,,,,,,,,,
,,,,4,What are the two main hull colors of the Ms silia symphony?,多模态/多语言推理,blue and white,,模型先定位到作者说他们做了船的片段，根据听觉得知这艘船叫Ms silia symphony，利用视觉得知此船船身颜色主要由白色和蓝色组成。,,,,,,,,,,
,,,,5,Does Trek Trendy like exploring novel things very much? ,人物属性建模,yes,,根据Trek Trendy的表现，他带着他的爸爸常识从来没有尝试过的邮轮旅行以及他们一路上探索的美食，可以看出Trek Trendy很喜欢尝试新鲜事物。,,,,,,,,,,
96,https://www.youtube.com/watch?v=vtStWIBePUw,32:13,vlog - 宠物,1,"When dyeing a horse's mane, apart from combing the hair, what else should be done to ensure a effective dyeing result?",通用知识推理,Dampen the mane.,"If Popcorn's mane is not dampened, it is not easy to color it with the hair chalk. ",Harlow使用对马安全的毛发粉笔给Popcorn的鬃毛染成粉色，需要先稍微打湿鬃毛，发现不打湿的话粉笔不易上色。,,,,,,,,,,
,,,,2,Is Harlow a patient person?,"多线索推理,人物属性建模",Yes.,,在给小马装扮的整个过程中，面对小马的不配合以及装扮过程中的各种困难，如毛发染色不易、图案绘制困难等，Harlow都没有放弃，而是积极尝试解决。,,,,,,,,,,
,,,,3,"When decorating the horse's hooves, what color of decorative powder did Harlow choose? ","多跳推理,多模态/多语言推理",Pink.,,在给Popcorn马蹄装饰时，听觉Harlow使用对马安全的胶水涂在Popcorn马蹄上，然后撒上闪亮的装饰粉进行装饰，视觉该装饰粉是粉红色的。,,,,,,,,,,
,,,,4,What is the common hobby between Harlow and Lucy?,人物属性建模,Riding horses.,,她们一起参与了骑马活动，并且在活动中相互交流和协作，如讨论马的情况。,,,,,,,,,,
,,,,5,Will Ice Equestrian keep the product-related information strictly confidential before the products are officially launched? ,通用知识推理,No.,Popcorn's new head collar and bridle haven't been officially launched yet. ,在为Popcorn装扮时，介绍了Popcorn的新马笼头和缰绳，由Ice Equestrian赠送，上面有彩虹珠子，很漂亮，且还未正式推出，Popcorn先进行了试用。,,,,,,,,,,
97,https://www.youtube.com/watch?v=jbkuz2m3H70,34:41,vlog - 亲子,1,What is the relationship between Joe and Elena?,"多线索推理,人物属性建模",They're a couple.,,他们共同参与家庭事务，一起为家庭做规划，包括车库的改造和新家具的购置，还一起考虑孩子的事情，在家庭中相互协作。,,,,,,,,,,
,,,,2,Are Amaya and her sister in agreement regarding hair care concepts? ,"多线索推理,人物属性建模",No.,,Amaya基本不在编发前洗头，编发后清洗并使用护发素，而她的姐妹护理头发时，先护发、梳理，编成辫子后让护发素停留 20 分钟，再用洗发水清洗。,,,,,,,,,,
,,,,3,"In the gift-giving session for Arazo, do the gifts prepared by the family place more emphasis on practicality or decorativeness? ",多跳推理,Practicality.,,在送礼物环节，送的礼物包含Arazo的学习和生活用品，如铅笔、便签纸、发夹、口香、泡泡浴用品、头发保湿霜等。,,,,,,,,,,
,,,,4,Are the prices of the goods in Artbox affixed to the surface of the goods? ,"多模态/多语言推理,通用知识推理",No.,The prices of the goods in Artbox are printed above the barcodes on the back of the product packaging. ,听觉Elena带孩子们去Artbox购物，说不知道商品多少钱，Arazo指着一个地方告诉她多少钱，视觉Arazo指着商品背面条形码上方印有价格，以及后面另一个商品也是这样，摆放的所有商品表面没有贴价格标签，货架上也没有展示价格的标签，商品价格是印在了商品包装上。,,,,,,,,,,
,,,,5,What type of product is LET'S JAM?,"多模态/多语言推理,通用知识推理",Hair care products.,Elena thinks that jam works very well for braiding hair. ,听觉Elena在给Amaya整头发的时候提到了抹点jam，以及jam的效果很好，视觉产品名称是LET'S JAM，结合编头发这个场景可判断它是个美发产品。,,,,,,,,,,
98,https://www.youtube.com/watch?v=Wtq8_iGGAXU,28:15,vlog - 宠物,1,What problems can the design of the Best Nest box solve in farm egg production?,通用知识推理,Prevent egg contamination and avoid chickens from eating their own eggs.,"The interior of the Best Nest box has a slanted structure, and the eggs laid by hens will automatically roll down into the collection area. ",Hannah称安装了Best Nest盒子，它内部有倾斜的结构，母鸡产下的鸡蛋会自动滚落到收集区，避免了鸡蛋被鸡粪污染，也从物理上阻止了母鸡接触到自己的蛋，有效防止了鸡啄食鸡蛋的行为，因为鸡一旦养成吃自己蛋的习惯，很难通过其他方式纠正，只能淘汰母鸡。,,,,,,,,,,
,,,,2,How can the cows in the pen be controlled from kicking randomly?,"多模态/多语言推理,通用知识推理",Lift up the cow's tail.,"When Daniel lifted the cow's tail up, the cow didn't kick its legs anymore. ",听觉Daniel让Henry安装吸奶器时，Henry让他抬起牛的尾巴，为了不让牛把吸奶器踢掉，将她的尾巴举到空中，这样就能让她没办法踢腿，当她的尾巴举得这么高的时候，她踢腿会很不舒服，视觉在此之前牛疯狂踢腿，在举起尾巴的时候牛没有踢了。,,,,,,,,,,
,,,,3,Does Daniel have the habit of working out?,人物属性建模,Yes.,,Hannah提到Daniel去健身房的时候总是戴着他的帽子，以至于健身房里的每个人都知道他对牛很感兴趣，说明他经常去健身房。,,,,,,,,,,
,,,,4,What's the relationship between Henry and Hannah?,"多线索推理,人物属性建模",They have a mother-son relationship.,,结合视频中多次Hannah与Henry的自然、亲切的交流互动可知。,,,,,,,,,,
,,,,5,"When milking Dottie, does Dottie cooperate with Daniel's action of wiping her teats? ","多跳推理,多模态/多语言推理",No.,,听觉Daniel要为Dottie安装挤奶器，挤奶前要擦拭奶牛的乳头，Hannah解释Dottie产崽后不喜欢被手挤奶，会踢人，视觉Dottie并不配合一直踢腿。,,,,,,,,,,
99,https://www.youtube.com/watch?v=3dBEz3kwzi0,29:57,测评 - 其他,1,Is the Mayan Temple a project where you can see real marine creatures?,通用知识推理,Yes.,基于视频中Ryan对玛雅神庙项目的描述，参与者可以进入水底隧道近距离观看周围的鲨鱼。,在视频中Ryan讲述这个玛雅神庙水上项目可知，人会随着滑梯进入一段水底隧道，可以看到周围游动的鲨鱼，由此可推断这个项目可以看到鲨鱼。,,,,,,,,,,
,,,,2,Is Ryan a person with a very strong spirit of innovation and entrepreneurship?,人物属性建模,Yes.,,因为Ryan说自己非常具有创业精神，开展youtube账号第一件事希望能够卖出自己的商品水平，在八年后的今天他拥有了自己的糖果品牌，由此可推断。,,,,,,,,,,
,,,,3,How many times did Ryan throw in total before finally getting a Pokemon?,多线索推理,Six times.,,Ryan在玩嘉年华游戏时，工作人员讲述一次购票可以投掷三次，基于视频画面可知Ryan一共购买了两张票，2乘以3结果为投掷了6次。,,,,,,,,,,
,,,,4,Does Kayla like or dislike the Mayan Temple as an amusement project?,人物属性建模,Kayla likes it.,,在Ryan和Kayla的交谈中可知，她已经玩这个项目几百次了，由此可知Kayla是非常热爱这个游玩项目的。,,,,,,,,,,
,,,,5,How many kinds of candies are included in the Joyride Variety Pack sold on the Shopify platform?,通用知识推理,Five kinds of candies.,基于Ryan的描述他们有shopif平台合作，其中推出joyride多样包系列，其中一共包含该品牌销量最好的5种糖果。,基于Ryan的描述为了让自己品牌实现黑色星期五，他们有shopif平台合作，其中推出joyride多样包系列，其中一共包含该品牌销量最好的5种糖果，由此可推论。,,,,,,,,,,
100,https://www.youtube.com/watch?v=c8q2YVRiOAE,21:00,测评 - 电子产品,1,Can the Flipper Zero clone a person's What kind of NFC cards can't the Flipper Zero clone? ,通用知识推理,Credit cards.,基于视频中Melo对flipper zero 的描述可以知道，它现在有了芯片系统与银行等来凝结，因此它不能够扫描克隆他人信用卡。,现在flipper zero 有了芯片系统直接与银行联系，因此它不能够扫描克隆人的信用卡。,,,,,,,,,,
,,,,2,Does Melo have a positive or negative attitude towards the use of the Flipper Zero?,人物属性建模,Melo has a positive attitude.,,在测试过程中Melo表示有了flipper zero可以不同的携带很多的卡，同时在使用它的过程中可以让人们理解网络安全重要性，甚至可以理解一些科技产品的运行原理，由此可知她是积极态度。,,,,,,,,,,
